proposal_id,queue_id,sample_id,candidate_unit_index,candidate_unit_text,include_as_evidence,surface_topic_proposed,mechanism_label_proposed,evidence_phrase_proposed,proposal_confidence,needs_human_review,proposal_reason,proposer_type,proposal_status
AP_0085,BQ_0085,BILI_0029,7,还是经济类符文，过于强势且适用性广，挤占了其他符文的选择空间，整局游戏大家都在找经济类符文，海克斯大乱斗变成了极地乱斗极速版,uncertain,event_design,uncertain,还是经济类符文，过于强势且适用性广，挤占,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0086,BQ_0086,BILI_0029,8,坦克位的生存环境恶劣，坦克作为游戏内经济最低的位置，经济类符文的泛滥，心之钢的削弱，导致坦克选出来就成了一个混子，大家就都不太愿意玩坦克了，又成为了丢子大乱斗,yes,event_design,belonging_drop,坦克位的生存环境恶劣，坦克作为游,medium,true,命中机制关键信号「环境」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0087,BQ_0087,BILI_0029,9,总感觉设计师像换人了一样，上版本经济符文保守，这版本直接走向了另一个极端，小蛋糕这种前两个来就是假卡级别的，或者可以考虑进一步削弱金币获取，强调它的治疗效果，敌方只有减速，没有治疗，这样可以作为坦克或者软辅的备选符文，增加这两位置的功能性和经济补充,yes,communication_transparency,trust_communication_gap,总感觉设计师像换人了一样，上,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0088,BQ_0088,BILI_0029,10,最后个人要求，能不能删了你那开局锻造器，300你都删了，又不删干净，删完了显得设计师会蠢，所以要保留一部分是吧,yes,communication_transparency,trust_communication_gap,干净，删完了显得设计师会蠢，所以要保留,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0089,BQ_0089,BILI_0029,11,up说的总体上我是认可的，原本海克斯乱斗是比较平衡的，极少有天胡打不了的对局，大部分对局都是主要看思路和操作，如果对面坦克横行或者刺客横行，那大概率是因为你们阵容构成本来有问题，符文进一步放大了这个问题，下把开局的时候，你会下意识的补,uncertain,balance,uncertain,up说的总体上我是认可的，原本海克斯乱斗,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0090,BQ_0090,BILI_0030,1,我这几天见到的最多的评价就是这把运气差了点/对面海克斯太糊了，你还知道我运气差呀,uncertain,balance,uncertain,我这几天见到的最多的评价就是这把运气差了,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0091,BQ_0091,BILI_0030,2,我发的海克斯那都是人用的吗，坦克的给射手的射手都给法师的法师的给辅助的辅助的给坦克的,uncertain,balance,uncertain,我发的海克斯那都是人用的吗，坦克的给射手,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0092,BQ_0092,BILI_0030,3,羁绊都凑不起来，坦克连钢化你心是什么样子都不知道，我们莎弥拉从来就没亮过剑，对面莎弥拉把把都亮剑,uncertain,balance,uncertain,羁绊都凑不起来，坦克连钢化你心是什么样子,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0093,BQ_0093,BILI_0031,1,不知道你新版玩了多少把，我一开始也是和up一样的观点，接下来我说说深度游玩后我的想法吧，和你的有区别,uncertain,,uncertain,不知道你新版玩了多少把，我一开始也是和u,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0094,BQ_0094,BILI_0031,2,首先，我目前通行证24级，证明我游玩的次数还是比较多的,uncertain,,uncertain,首先，我目前通行证24级，证明我游玩的次,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0095,BQ_0095,BILI_0031,3,新版海克斯随着各个羁绊，其实拓展了大乱斗的玩法，原来就是打团，推塔，现在很多时候变成各路神仙打架，其实有点像之前的斗魂，就是说多重羁绊让后期也有的玩内容,uncertain,event_design,uncertain,新版海克斯随着各个羁绊，其实拓展了大乱斗,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0096,BQ_0096,BILI_0031,4,整体给我的体验是优于更新前的,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0097,BQ_0097,BILI_0031,5,虽然我知道有各种不平衡，但是破题之法不是非要打赢的，总体来说还是可以各得其乐我只能说，战士坦克爽在后期锻体，前期坐牢，丢丢怪前期爽，后期坐牢,uncertain,balance,uncertain,虽然我知道有各种不平衡，但是破题之法不是,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0098,BQ_0098,BILI_0031,6,其次讲一下局外养成，首先我表态，我也不太支持，但是也有让我惊喜的地方,uncertain,progression,uncertain,其次讲一下局外养成，首先我表态，我也不太,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0099,BQ_0099,BILI_0031,7,但是我发现游戏是根据玩家的通行证等级匹配的（当然不完全是，有这个因素），我没有初始金币，我的队友基本上也没有,uncertain,matchmaking,uncertain,但是我发现游戏是根据玩家的通行证等级匹配,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0100,BQ_0100,BILI_0031,8,其次，通行证让这个游戏有了追求，肝是一方面，让你有了新的获得感和乐子，我觉得还可以，但是平衡性做的确实有待商榷,uncertain,progression,uncertain,其次，通行证让这个游戏有了追求，肝是一方,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0101,BQ_0101,BILI_0032,1,玩了十几把新版海斗果断退坑了，主要还是因为平衡崩坏了,yes,,fairness_threat,把新版海斗果断退坑了，主要还是因为,medium,true,命中机制关键信号「坑」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0102,BQ_0102,BILI_0032,2,上个版本即使遇到对面一两个天胡的，这边只要想赢还是可以通过沟通团队合作，抓对面失误，卡复活时间，强开打人数差等等用操作和一点运营思路翻盘,uncertain,balance,uncertain,上个版本即使遇到对面一两个天胡的，这边只,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0103,BQ_0103,BILI_0032,3,这个版本就是一直打架激情互秒，要么被虐，要么无脑屠杀，几乎都是一边倒的对局，少了很多拉扯，操作和博弈的乐趣，而少了的这些我认为就是英雄联盟这个游戏的精髓,yes,balance,fairness_threat,脑屠杀，几乎都是一边倒的对局，少了很多,medium,true,命中机制关键信号「一边倒」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0104,BQ_0104,BILI_0033,1,海斗至少不会全是丢丢怪的天下，有时候玩普通大乱斗对面丢子多就是坐牢局，就算赢了也感觉很心累，海斗感觉至少有那一丝抽到好海克斯的希望,uncertain,event_design,uncertain,海斗至少不会全是丢丢怪的天下，有时候玩普,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0105,BQ_0105,BILI_0034,1,海克斯大乱斗跟这个普通大乱斗不一样的点在于普通大乱斗英雄一抽完差不多知道结局了，海克斯大乱斗每次符文对每个英雄都可能带来质变，不确定性很多,uncertain,event_design,uncertain,海克斯大乱斗跟这个普通大乱斗不一样的点在,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0106,BQ_0106,BILI_0035,1,我感觉最大的问题就是 它是大乱斗 你想玩一个套路你甚至得先赌自己这一把有没有玩这个套路的资格 在此基础的恶性体验最上限是一随到自己既不会玩+不知道适用什么套路的英雄+天谴海克斯 对局十分熟练完全知道怎么玩+知道适用套路+天胡海克斯 就会导致对局完全没有任何体验 但凡依旧大乱斗地图但是改成英雄自选都比现在好 至少能保证在天谴海克斯的情况下自己至少能发挥英雄本身的实力来应对对面 而不是完全没有任何可用操作,uncertain,progression,uncertain,我感觉最大的问题就是 它是大乱斗 你想玩,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0107,BQ_0107,BILI_0036,1,确实，对面来2个2500，搞个小蛋糕，我们这边没有，就没法打，装备碾压了，昨天我一个400护甲的老黑被对面菜刀队融了就离谱，雪球进去开w死了,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0108,BQ_0108,BILI_0036,2,还有开局锻造器太亏贼了，别人银的我彩的，开局25%全吸，比别人多个吸血习性，对面怎么打，昨天一把狮子狗开局20固穿，队友天使25%全吸，因为是6级前锻出的，天使是近战，不会减半，再配上9级给的大红药，直接给对面打投了，第三个海克斯都没见着,yes,matchmaking,competence_frustration,全吸，比别人多个吸血习性，对面怎么打,medium,true,命中机制关键信号「吸血」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0109,BQ_0109,BILI_0037,1,遇到个10秒一个大的死歌，我玩的老鼠，活不过20秒，然后自己这边三个肉一个刺客，就我和刺客有输出，两个肉开黑的炼金和锤石一直不点，还嘲讽我们就是这样玩游戏的光点投降,yes,balance,competence_frustration,客，就我和刺客有输出，两个肉开黑的炼,medium,true,命中机制关键信号「输出」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0110,BQ_0110,BILI_0037,2,人家死歌也不推，就一直在家放大，我复活20秒必死,uncertain,,uncertain,人家死歌也不推，就一直在家放大，我复活2,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0111,BQ_0111,BILI_0037,3,给我气的使劲喷这个炼金,uncertain,community_conflict,norm_safety_risk,给我气的使劲喷这个炼金,low,true,命中「喷」但文本较短，存疑,rule_based_baseline,rule_based_proposed_unreviewed
AP_0112,BQ_0112,BILI_0038,1,总场数600多盘但是我现在已经不想玩了，一坨大便的平衡性，强化越来越非人类，坦克得不到经济补充后排装备起得比前排快，路人局普遍不想玩前排整一盘阵容畸形到不得了还有那鬼一样的海克斯池子，你就玩吧,yes,balance,belonging_drop,盘但是我现在已经不想玩了，一坨大便的平,medium,true,命中机制关键信号「不想玩」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0113,BQ_0113,BILI_0039,1,最近我是真感觉池子被污染了，谁家剑圣、瘸子池子里有尤里卡、神射这种法师海克斯，我打了好几场的瘸子，全给法师海克斯，碎片一堆法穿法强，一点穿甲攻击不给,uncertain,balance,uncertain,最近我是真感觉池子被污染了，谁家剑圣、瘸,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0114,BQ_0114,BILI_0040,1,很多人就喜欢不平衡，越不平越支持，说娱乐模式就是要不公平，不然像排位无限斗魂越平衡越暴死,yes,matchmaking,fairness_threat,说娱乐模式就是要不公平，不然像排位无限,medium,true,命中机制关键信号「不公平」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0115,BQ_0115,BILI_0040,2,我还是觉得海斗步子迈大了，加速暴死，之前都是什么丢子王朝，坦克王朝，只有建议不玩什么，没说不好玩不够爽，现在出现两极分化了，一边说太爽太好玩了，一边说无论输赢对局太快，没爽就结束，拿不到好的符文投，没对面好的投，二塔没了投，为了局外奖励投，人头全被K战绩不好投,uncertain,rewards,uncertain,我还是觉得海斗步子迈大了，加速暴死，之前,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0116,BQ_0116,BILI_0041,1,测试服出羁绊的时候我就说了，原本挺好玩的出了羁绊看似选择更多其实选择更少了，因为固定强度的羁绊比随机搭配符文提升更大更稳定,uncertain,balance,uncertain,测试服出羁绊的时候我就说了，原本挺好玩的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0117,BQ_0117,BILI_0041,2,本来就是娱乐模式，大家都是玩创新科技的，你出了一个稳定提升能力的羁绊系统，胜负欲望强的肯定就是选不需要赌命的英雄，稳定羁绊类海克斯，每把都能遇到，就跟加强版峡谷一样，海克斯的精神丢失了，娱乐不起来,uncertain,event_design,uncertain,本来就是娱乐模式，大家都是玩创新科技的，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0118,BQ_0118,BILI_0042,1,过于娱乐化，导致大乱斗本身的竞技性没了，从为英雄定制海克斯变成为凑羁绊拿海克斯，阵容和英雄还有手法熟练度对对局的影响力下滑太多了，玩起来反而乏味,uncertain,progression,uncertain,过于娱乐化，导致大乱斗本身的竞技性没了，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0119,BQ_0119,BILI_0042,2,看到对面神人拿到胡牌海克斯用猪鼻操作大杀四方，感觉像吃了坨谢特，玩回普通乱斗了,uncertain,balance,uncertain,看到对面神人拿到胡牌海克斯用猪鼻操作大杀,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0120,BQ_0120,BILI_0043,1,新版本海斗没有英雄和海克斯联动的乐趣，全在凑羁绊，没羁绊的海克斯天生低人一等，上版本很多能作为保本选的海克斯这版本因为不带羁绊导致玩家看都不想看一眼，选海克斯从和英雄的适配性考虑变成能不能凑出羁绊，一些弱势海克斯不仅没加强也没进羁绊系统，而红包小蛋糕捐赠缩小引擎这些本身强度都超模到天上去的海克斯却还能进羁绊系统,yes,balance,competence_frustration,擎这些本身强度都超模到天上去的海克斯,medium,true,命中机制关键信号「超模」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0121,BQ_0121,BILI_0044,1,作为娱乐模式，最重要的不应该是用海克斯强化增加新的玩法吗,uncertain,event_design,uncertain,作为娱乐模式，最重要的不应该是用海克斯强,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0122,BQ_0122,BILI_0044,2,比如我玩盖伦，拿到一板一眼我可以考虑玩爆穿攻速流，拿到钢化你心玩肉之类的，怎么就非得做出来一堆数值羁绊数值海克斯呢,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0123,BQ_0123,BILI_0044,3,现在这一改完所有人无脑找经济羁绊和锻造器羁绊，这玩意到后面就是数值碾压你，玩起来恶心的一批,uncertain,balance,uncertain,现在这一改完所有人无脑找经济羁绊和锻造器,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0124,BQ_0124,BILI_0044,4,那个俯冲轰炸羁绊和全自动羁绊不是设计的挺有想法吗,uncertain,balance,uncertain,那个俯冲轰炸羁绊和全自动羁绊不是设计的挺,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0125,BQ_0125,BILI_0044,5,为啥非得走数值路子呢,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0126,BQ_0126,BILI_0045,1,这版本丢子太恶心了 都说娱乐模式不需要平衡 但是丢子是最影响游戏体验的 十个人互丢的局更是走位练习 毫无体验感 坦克稍微强点可以让战士射手刺客以及坦克本身都有游戏体验 丢子只能让自己获得游戏体验 丢爽了后期还是会被翻 恶心得很,uncertain,progression,uncertain,这版本丢子太恶心了 都说娱乐模式不需要平,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0127,BQ_0127,BILI_0046,1,现在肉压根玩不了，像小丑一样，我不理解钢为啥削到百6，没刚化你心出钢跟浪费钱没啥区别了，全是丢子伤害还高的不行，玩adc想玩神龙烈焰，狠着出魔法飞弹,uncertain,balance,uncertain,现在肉压根玩不了，像小丑一样，我不理解钢,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0128,BQ_0128,BILI_0046,2,选个大虫子玩刚化你心，第二个给我出踢踏舞,uncertain,,uncertain,选个大虫子玩刚化你心，第二个给我出踢踏舞,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0129,BQ_0129,BILI_0046,3,卡池还更垃圾了很多纯法师居然会出法转物，设计师左右脑互搏，蛋糕这东西的数值为啥能活出测试服，我说白了必须得做卡池区分，不然设计出来的东西他们自己驾驭不了,yes,communication_transparency,trust_communication_gap,居然会出法转物，设计师左右脑互搏，蛋糕,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0130,BQ_0130,BILI_0047,1,这模式一旦没人爱玩前排就是纯坐牢，两边都是丢子互丢和刺客对秒，纯折磨，我玩大乱斗就是来无脑战斗的，我还得躲弹幕一样的游戏，我还得小心那个比小丑和法师莫名其妙的飞弹，那个比骰子和金币羁绊一旦糊起来就是纯纯的成帝，还有海克斯需要通行证解锁又是哪个设计师脑子进大分了设计出来的,yes,communication_transparency,trust_communication_gap,行证解锁又是哪个设计师脑子进大分了设计,medium,true,命中机制关键信号「设计师」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0131,BQ_0131,BILI_0047,2,我玩的少天生低人一等,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0132,BQ_0132,BILI_0048,1,我的建议是直接加一个棱彩海克斯，而且只能极地地图有概率出现，叫做极寒渊狱，效果非常简单因为风暴的影响不受到450码以外任何伤害--实际上就是赵信大招,uncertain,balance,uncertain,我的建议是直接加一个棱彩海克斯，而且只能,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0133,BQ_0133,BILI_0048,2,直接选到就不让丢子玩了，这个海克斯甚至可以出现概率非常低，地图1/3概率，加出彩概率，加降低其本身出现概率,uncertain,balance,uncertain,直接选到就不让丢子玩了，这个海克斯甚至可,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0134,BQ_0134,BILI_0048,3,其存在的核心意义是“威慑纪元”，你选五个丢子之前要掂量一下，对面有没有可能拿到这个海克斯直接一个打五个开爽,uncertain,balance,uncertain,其存在的核心意义是“威慑纪元”，你选五个,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0135,BQ_0135,BILI_0048,4,这样既不真正削弱其它海克斯，和丢子玩家的实际游玩体验，还能减少丢子,uncertain,balance,uncertain,这样既不真正削弱其它海克斯，和丢子玩家的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0136,BQ_0136,BILI_0049,1,近战海克斯和远程海克斯不作区分是最蠢的设计,uncertain,balance,uncertain,近战海克斯和远程海克斯不作区分是最蠢的设,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0137,BQ_0137,BILI_0049,2,全能吸血需要削弱，不然本身缺伤害的英雄一辈子打不赢一个有全能吸血的脆皮,yes,balance,competence_frustration,全能吸血需要削弱，不然本,medium,true,命中机制关键信号「吸血」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0138,BQ_0138,BILI_0049,3,削弱移速类海克斯或者降低前期的数值,uncertain,balance,uncertain,削弱移速类海克斯或者降低前期的数值,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0139,BQ_0139,BILI_0049,4,削弱当前版本人人都有的气定神闲前期强度,uncertain,balance,uncertain,削弱当前版本人人都有的气定神闲前期强度,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0140,BQ_0140,BILI_0050,1,觉得好玩的应该都是新玩家和运气很好的欧皇，胡了那么两三把，正巧对面还不点，所以就感觉挺好玩的，幸存者偏差,yes,,fairness_threat,挺好玩的，幸存者偏差,medium,true,命中机制关键信号「偏」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0141,BQ_0141,BILI_0050,2,我大乱斗十年老玩家了，一有空就高强度大乱斗，这版本玩了四五十把，很明确的结论就是不好玩，这两天更新后变得更不好玩了,uncertain,event_design,uncertain,我大乱斗十年老玩家了，一有空就高强度大乱,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0142,BQ_0142,BILI_0050,3,我感觉我应该能代表大多数玩家的心声，那些觉得好玩的应该是玩的还不够多，加上运气不错的幸存者偏差,yes,,fairness_threat,运气不错的幸存者偏差,medium,true,命中机制关键信号「偏」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0143,BQ_0143,BILI_0051,1,加点坦克的海克斯吧，目前坦克的海克斯就那么几个，强势一点的钢化你心，歌莉娅巨人，慢炖，坦克引擎等等,uncertain,balance,uncertain,加点坦克的海克斯吧，目前坦克的海克斯就那,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0144,BQ_0144,BILI_0051,2,还有一大堆招笑的，比如控制敌人回血，控制敌人加护甲魔抗的，太弱了这些,yes,,competence_frustration,的，比如控制敌人回血，控制敌人加护甲,medium,true,命中机制关键信号「回血」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0145,BQ_0145,BILI_0051,3,目前就是输出海克斯比防御类海克斯多太多，玩坦克大部分很难能拿到适配的海克斯，这种情况下毫无游戏体验,yes,balance,competence_frustration,目前就是输出海克斯比防御类海,medium,true,命中机制关键信号「输出」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0146,BQ_0146,BILI_0051,4,建议加一些减伤的，加双抗的海克斯,yes,balance,competence_frustration,一些减伤的，加双抗的海克斯,medium,true,命中机制关键信号「抗」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0147,BQ_0147,BILI_0052,1,这说的太对了 玩战士坦克纯纯坐牢 你不上队友不上 9个人在丢 你上了团开了 你送了 队友收割 你一个助攻 等级经济全场倒一,uncertain,matchmaking,uncertain,这说的太对了 玩战士坦克纯纯坐牢 你不上,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0148,BQ_0148,BILI_0053,1,为什么我不爱玩大乱斗这个模式，就是因为这模式里面的人大部分段位低，只为了自己爽,uncertain,matchmaking,uncertain,为什么我不爱玩大乱斗这个模式，就是因为这,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0149,BQ_0149,BILI_0053,2,谁管你厉害不厉害，能不能翻盘，人家不爽就点,uncertain,,uncertain,谁管你厉害不厉害，能不能翻盘，人家不爽就,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0150,BQ_0150,BILI_0053,3,要么就是你玩ad坦克不探草，没人保护你,uncertain,balance,uncertain,要么就是你玩ad坦克不探草，没人保护你,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0151,BQ_0151,BILI_0053,4,一个一个玩的贼自私,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0152,BQ_0152,BILI_0053,5,而排位随着段位越高那种沟通和理解能力越来越高，才让我感受到那是一个团队游戏,uncertain,matchmaking,uncertain,而排位随着段位越高那种沟通和理解能力越来,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0153,BQ_0153,BILI_0053,6,如果一个游戏的玩家都是自私的，只为了自己爽的,uncertain,,uncertain,如果一个游戏的玩家都是自私的，只为了自己,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0154,BQ_0154,BILI_0053,7,那谁还玩ad，谁还玩辅助,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0155,BQ_0155,BILI_0053,8,谁愿意牺牲自己体验保护队友发育,uncertain,matchmaking,uncertain,谁愿意牺牲自己体验保护队友发育,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0156,BQ_0156,BILI_0053,9,谁会把队友当为队友,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0157,BQ_0157,BILI_0054,1,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑,yes,event_design,fairness_threat,至吸引了一些人回坑和入坑,medium,true,命中机制关键信号「坑」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0158,BQ_0158,BILI_0054,2,这就导致匹到的神人越来越多,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0159,BQ_0159,BILI_0054,3,把把感觉家里都有起码一个负作用的人,uncertain,,uncertain,把把感觉家里都有起码一个负作用的人,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0160,BQ_0160,BILI_0054,4,反倒是海克斯之类的我意见不大,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0161,BQ_0161,BILI_0054,5,因为我个人操作比较强,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0162,BQ_0162,BILI_0054,6,只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打,uncertain,,uncertain,只要对面不是胡到那种闭着眼都能踢死人的地,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0163,BQ_0163,BILI_0054,7,但是应付对面的同时还得防一手队友这种感觉太折磨了,yes,matchmaking,competence_frustration,手队友这种感觉太折磨了,medium,true,命中机制关键信号「折磨」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0164,BQ_0164,BILI_0054,8,海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事,uncertain,,uncertain,海斗也是有elo的，这个东西想必只要玩的,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0165,BQ_0165,BILI_0054,9,玩个娱乐模式也像单双一样天天被神人折磨这一点是真的南蚌,yes,event_design,competence_frustration,双一样天天被神人折磨这一点是真的南蚌,medium,true,命中机制关键信号「折磨」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0166,BQ_0166,BILI_0055,1,因为纯纯就是谁运气好谁赢，对于技术好的人来说自己的长处发挥不出来，看着一帮操作很菜的人拿着极致的数值碾压自己肯定不喜欢玩,uncertain,balance,uncertain,因为纯纯就是谁运气好谁赢，对于技术好的人,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0167,BQ_0167,BILI_0056,1,我个人最反感的就是羁绊，我更喜欢各种奇奇妙妙的海克斯组合给的快感而不是搁那祈祷下一个是某一个级别的某个海克斯，而且有些海克斯还不错但有羁绊就导致池子会直接被污染，给我小鱼人发升级收集者这是人吗，这个羁绊系统就应该直接给删了而不是调整,uncertain,progression,uncertain,我个人最反感的就是羁绊，我更喜欢各种奇奇,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
