candidate_id,source_kind,evidence_id,sample_id,platform_source,unit_text,surface_topic,mechanism_label,label_source,include_as_evidence,review_status,notes
NGA_0046_U01,legacy_migrated,NGA_0046_U01,NGA_0046,NGA,4叠中叠/4金币 打到15分钟 我最多一次是38层 普遍一局下来有个10层都算不错了。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0046_U02,legacy_migrated,NGA_0046_U02,NGA_0046,NGA,15分钟20000左右经济6神，再7000经济锻10次 也没有多少属性法强 太偏后期了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0047_U01,legacy_migrated,NGA_0047_U01,NGA_0047,NGA,80 120差不多了，火男在海斗太容易胡了,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0047_U02,legacy_migrated,NGA_0047_U02,NGA_0047,NGA,彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0047_U03,legacy_migrated,NGA_0047_U03,NGA_0047,NGA,别的英雄可能就1-2个顶级适配符文，拿不到就是普通强度,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0047_U04,legacy_migrated,NGA_0047_U04,NGA_0047,NGA,但火男什么局都有不少符文可以选,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0048_U01,legacy_migrated,NGA_0048_U01,NGA_0048,NGA,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0048_U02,legacy_migrated,NGA_0048_U02,NGA_0048,NGA,娜美拿个虚空裂隙能秒人还有王法吗？,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0048_U03,legacy_migrated,NGA_0048_U03,NGA_0048,NGA,我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0048_U04,legacy_migrated,NGA_0048_U04,NGA_0048,NGA,还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0048_U05,legacy_migrated,NGA_0048_U05,NGA_0048,NGA,对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0049_U01,legacy_migrated,NGA_0049_U01,NGA_0049,NGA,之前排到对面一个火男拿了虚空裂隙。我是乌迪尔。我直接AP找火男自爆。他一出来就被我RR，加上海克斯固定1换1，那一把裂隙打完就4000，全是我身上打的。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0049_U02,legacy_migrated,NGA_0049_U02,NGA_0049,NGA,不过裂隙确实强度很高。下版本得削。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0049_U03,legacy_migrated,NGA_0049_U03,NGA_0049,NGA,裂隙阿木木裂隙卡特玩过不笑出来真得查一下抑郁症了。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0050_U01,legacy_migrated,NGA_0050_U01,NGA_0050,NGA,只要有点范围伤害的ap出个法穿鞋裂隙触发就三分之一血没了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0050_U02,legacy_migrated,NGA_0050_U02,NGA_0050,NGA,而且裂隙好像打一个人两次也能触发？,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0050_U03,legacy_migrated,NGA_0050_U03,NGA_0050,NGA,前期的神，和量子计算一桌但比量子计算更恶心,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0050_U04,legacy_migrated,NGA_0050_U04,NGA_0050,NGA,至少量子能被骗出来cd,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0051_U01,legacy_migrated,NGA_0051_U01,NGA_0051,NGA,所以AP大后期打肉就这样出装吗,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0051_U02,legacy_migrated,NGA_0051_U02,NGA_0051,NGA,我最近的局经常对面2，3个大肉到中后期我们这边就打不动的,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0051_U03,legacy_migrated,NGA_0051_U03,NGA_0051,NGA,有时真不知道怎么出装了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0052_U01,legacy_migrated,NGA_0052_U01,NGA_0052,NGA,莉莉娅适配的海克斯还少？,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0052_U02,legacy_migrated,NGA_0052_U02,NGA_0052,NGA,之所以胜率高就是容易胡。,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0052_U03,legacy_migrated,NGA_0052_U03,NGA_0052,NGA,所有带 cd 带移速带回血的都适合莉莉娅，,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0052_U04,legacy_migrated,NGA_0052_U04,NGA_0052,NGA,莉莉娅就是最好胡的 ap 没有之一。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0053_U01,legacy_migrated,NGA_0053_U01,NGA_0053,NGA,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U01,legacy_migrated,NGA_0054_U01,NGA_0054,NGA,反正我玩莉莉亚都很难受,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U02,legacy_migrated,NGA_0054_U02,NGA_0054,NGA,对面不是一堆丢子就是一堆控制,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U03,legacy_migrated,NGA_0054_U03,NGA_0054,NGA,根本进不去,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U04,legacy_migrated,NGA_0054_U04,NGA_0054,NGA,但是总能赢,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U05,legacy_migrated,NGA_0054_U05,NGA_0054,NGA,我朋友玩莉莉亚就能遇到正常肉搏局,matchmaking,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0054_U06,legacy_migrated,NGA_0054_U06,NGA_0054,NGA,基本都能爽到,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0055_U01,legacy_migrated,NGA_0055_U01,NGA_0055,NGA,莉莉娅胜率取决对面硬控数量和伤害爆发,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0055_U02,legacy_migrated,NGA_0055_U02,NGA_0055,NGA,技师水平影响有限,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0055_U03,legacy_migrated,NGA_0055_U03,NGA_0055,NGA,硬要说就是要懂对面全脆皮时把自己当丢子玩,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0055_U04,legacy_migrated,NGA_0055_U04,NGA_0055,NGA,没移速海克斯别把自己当法坦,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0056_U01,legacy_migrated,NGA_0056_U01,NGA_0056,NGA,如果所有法师，算上辅助和射手都算丢子的话，我确实玩不腻，我还就不爱玩战士和坦，顶多玩个宝石、布隆、贝蕾亚，实在没好英雄了捏鼻子选阿木木或者泰坦，其他免谈。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0056_U02,legacy_migrated,NGA_0056_U02,NGA_0056,NGA,说白了，我就膈应心之钢，理由就跟很多玩家膈应亚索和提莫一样，刻板印象。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0057_U01,legacy_migrated,NGA_0057_U01,NGA_0057,NGA,啊对对对，你开心就好，我不想也没空引战,other_uncertain,trust_communication_gap,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0057_U02,legacy_migrated,NGA_0057_U02,NGA_0057,NGA,你觉得肉坦就是比丢子强你就玩,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0057_U03,legacy_migrated,NGA_0057_U03,NGA_0057,NGA,反正我玩我的法师丢子也就为了舒服,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0057_U04,legacy_migrated,NGA_0057_U04,NGA_0057,NGA,你觉得是混还是carry，我啥也多不了啥也少不了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0058_U01,legacy_migrated,NGA_0058_U01,NGA_0058,NGA,大法师基兰，打团没人管能恶心死你，给自己挂个大就上来自爆了,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0058_U02,legacy_migrated,NGA_0058_U02,NGA_0058,NGA,一波团打的久一点能开出来第三个大,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0058_U03,legacy_migrated,NGA_0058_U03,NGA_0058,NGA,昨天有一把大法师虚空裂隙，给我炸爽了,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0059_U01,legacy_migrated,NGA_0059_U01,NGA_0059,NGA,一直q 速度比死歌的q还快,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0059_U02,legacy_migrated,NGA_0059_U02,NGA_0059,NGA,一直晕到死,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0060_U01,legacy_migrated,NGA_0060_U01,NGA_0060,NGA,可以 真有这2个。。原来是大法师羁绊啊,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0060_U02,legacy_migrated,NGA_0060_U02,NGA_0060,NGA,有点恶心啊 晕到死 动不了 跟机关枪似的,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0061_U01,legacy_migrated,NGA_0061_U01,NGA_0061,NGA,大法师，昨天看到个时光带清晰术心想准备15了结果他11级凑到了直接堵对面泉水炸,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0062_U01,legacy_migrated,NGA_0062_U01,NGA_0062,NGA,装备急速发明家，挂个心钢结束不到400层。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0062_U02,legacy_migrated,NGA_0062_U02,NGA_0062,NGA,打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0063_U01,legacy_migrated,NGA_0063_U01,NGA_0063,NGA,叠角龙是脑残最多的,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0063_U02,legacy_migrated,NGA_0063_U02,NGA_0063,NGA,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0063_U03,legacy_migrated,NGA_0063_U03,NGA_0063,NGA,让个彩出个破心之钢被暴打,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0064_U01,legacy_migrated,NGA_0064_U01,NGA_0064,NGA,我说句不好听的肉拉斯和AP拉斯就胜率来说谁也别说谁，影焰47%心之钢46%胜率的英雄罢了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0064_U02,legacy_migrated,NGA_0064_U02,NGA_0064,NGA,而且看数据海斗玩爆杀流塞拉斯的虽然胜率高，但也没有特别高,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0064_U03,legacy_migrated,NGA_0064_U03,NGA_0064,NGA,可出场率被刚裂隙无终这套肉拉斯爆了倍不止,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0065_U01,legacy_migrated,NGA_0065_U01,NGA_0065,NGA,上次玩ez海克斯烂了只能拿瞄准镜跟暴击律动然后我出吸蓝刀无尽穿甲还有人点我,other_uncertain,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0065_U02,legacy_migrated,NGA_0065_U02,NGA_0065,NGA,让俩海克斯去出poke不是更路边啊,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0065_U03,legacy_migrated,NGA_0065_U03,NGA_0065,NGA,再说有吸蓝刀又不是不能 q,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0066_U01,legacy_migrated,NGA_0066_U01,NGA_0066,NGA,我人看傻了，打着打着伤害不对，一按TAB弱质塞拉斯出的纯肉。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0066_U02,legacy_migrated,NGA_0066_U02,NGA_0066,NGA,我问他为什么出肉？他点了下自己第一个海克斯，xd我开局海克斯烂了我能怎么办？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0066_U03,legacy_migrated,NGA_0066_U03,NGA_0066,NGA,nmb我能怎么办？你就是没有海克斯你塞拉斯出纯肉都是脑残,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0066_U04,legacy_migrated,NGA_0066_U04,NGA_0066,NGA,哦对了，这塞拉斯第二个海克斯还是无限循环往复,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0067_U01,legacy_migrated,NGA_0067_U01,NGA_0067,NGA,爆杀流塞拉斯玩的人就是少啊,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0067_U02,legacy_migrated,NGA_0067_U02,NGA_0067,NGA,大部分人海斗随到塞拉斯都是半肉,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0067_U03,legacy_migrated,NGA_0067_U03,NGA_0067,NGA,如果是什么男刀小火龙出钢就算了,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0067_U04,legacy_migrated,NGA_0067_U04,NGA_0067,NGA,塞拉斯海克斯烂完尖端+钢化出钢裂隙无终那套也不至于到要被挂的程度吧,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0068_U01,legacy_migrated,NGA_0068_U01,NGA_0068,NGA,反正有时光我觉得必玩,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0068_U02,legacy_migrated,NGA_0068_U02,NGA_0068,NGA,大法师真挺容易的,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0068_U03,legacy_migrated,NGA_0068_U03,NGA_0068,NGA,只要出了就无脑叠cd就行,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0068_U04,legacy_migrated,NGA_0068_U04,NGA_0068,NGA,选就虐,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0069_U01,legacy_migrated,NGA_0069_U01,NGA_0069,NGA,玩老头都是赌大法师羁绊无限wq，没有只能清清兵了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0069_U02,legacy_migrated,NGA_0069_U02,NGA_0069,NGA,对面笨比多也能爽玩。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0070_U01,legacy_migrated,NGA_0070_U01,NGA_0070,NGA,你说的没问题 我一直觉得莉莉娅虚高了,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0070_U02,legacy_migrated,NGA_0070_U02,NGA_0070,NGA,榜单一直都是霸榜胜率接近60%,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0070_U03,legacy_migrated,NGA_0070_U03,NGA_0070,NGA,进去看看出装不到50%的胜率,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0070_U04,legacy_migrated,NGA_0070_U04,NGA_0070,NGA,赢的局要么就是对面短手多抽陀螺,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0070_U05,legacy_migrated,NGA_0070_U05,NGA_0070,NGA,要么就是开局辣椒油续航无敌,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0071_U01,legacy_migrated,NGA_0071_U01,NGA_0071,NGA,新龙女就是下限高点因为q基础伤害高了,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0071_U02,legacy_migrated,NGA_0071_U02,NGA_0071,NGA,自带aoe等于半个提亚马特,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0071_U03,legacy_migrated,NGA_0071_U03,NGA_0071,NGA,W带个盾前期大家数值低的时候好用,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0071_U04,legacy_migrated,NGA_0071_U04,NGA_0071,NGA,后期和老龙女比就是一条区,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0071_U05,legacy_migrated,NGA_0071_U05,NGA_0071,NGA,毫无上限可言,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0072_U01,legacy_migrated,NGA_0072_U01,NGA_0072,NGA,彩局出啥都是被融化的命,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0072_U02,legacy_migrated,NGA_0072_U02,NGA_0072,NGA,开局金银出钢也顶得住,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0072_U03,legacy_migrated,NGA_0072_U03,NGA_0072,NGA,如果对面一堆远程没法钢,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0072_U04,legacy_migrated,NGA_0072_U04,NGA_0072,NGA,我也感觉出buff装也比烂肉有前途,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0073_U01,legacy_migrated,NGA_0073_U01,NGA_0073,NGA,主要是海斗坦克都有debuff，玩着真挺恶心的,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0073_U02,legacy_migrated,NGA_0073_U02,NGA_0073,NGA,峡谷坦克起码有等级优势,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0074_U01,legacy_migrated,NGA_0074_U01,NGA_0074,NGA,煞笔提莫 给队友整恶心的直接退了,other_uncertain,trust_communication_gap,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0074_U02,legacy_migrated,NGA_0074_U02,NGA_0074,NGA,然后我们3/4上票直接投的,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0075_U01,legacy_migrated,NGA_0075_U01,NGA_0075,NGA,早已经见怪不怪了，真要每次都跟这样的蛆置气，早就得脑溢血了。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0075_U02,legacy_migrated,NGA_0075_U02,NGA_0075,NGA,现在看到这种队友我直接也开始摆烂瞎玩，尝试黑科技或者试验其他出装，反正都是输，无所吊谓了。,community_conflict,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0076_U01,legacy_migrated,NGA_0076_U01,NGA_0076,NGA,啊，原来钢壁能增加怒气获取吗,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0076_U02,legacy_migrated,NGA_0076_U02,NGA_0076,NGA,改版之后第一把完全不知道,new_player_onboarding,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0077_U01,legacy_migrated,NGA_0077_U01,NGA_0077,NGA,以前也难受,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0077_U02,legacy_migrated,NGA_0077_U02,NGA_0077,NGA,龙形态死亡,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0077_U03,legacy_migrated,NGA_0077_U03,NGA_0077,NGA,复活期间0怒气,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0077_U04,legacy_migrated,NGA_0077_U04,NGA_0077,NGA,守家团少半个人,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0078_U01,legacy_migrated,NGA_0078_U01,NGA_0078,NGA,重做后助攻能叠被动了,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0078_U02,legacy_migrated,NGA_0078_U02,NGA_0078,NGA,那么代价是什么呢,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0078_U03,legacy_migrated,NGA_0078_U03,NGA_0078,NGA,是被动和怒气不挂钩了哦,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0079_U01,legacy_migrated,NGA_0079_U01,NGA_0079,NGA,对面三个脆皮后排，皇子盲僧出个刺客或者战士随便打。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0079_U02,legacy_migrated,NGA_0079_U02,NGA_0079,NGA,硬是出一堆烂肉，要啥没啥。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0079_U03,legacy_migrated,NGA_0079_U03,NGA_0079,NGA,给我玩力竭了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0080_U01,legacy_migrated,NGA_0080_U01,NGA_0080,NGA,凑三个不如大法师,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0080_U02,legacy_migrated,NGA_0080_U02,NGA_0080,NGA,单个强度不如无限循环往复的水平,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0081_U01,legacy_migrated,NGA_0081_U01,NGA_0081,NGA,100单个，60全部，随便出个装备带2 30cd就差不多了，拿个W就可以了,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0081_U02,legacy_migrated,NGA_0081_U02,NGA_0081,NGA,我觉得两包系列改成刷新好点,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0082_U01,legacy_migrated,NGA_0082_U01,NGA_0082,NGA,以前很爽,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0082_U02,legacy_migrated,NGA_0082_U02,NGA_0082,NGA,现在不如大法师羁绊或者双叠甲龙循环往复,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0082_U03,legacy_migrated,NGA_0082_U03,NGA_0082,NGA,现在得加点羁绊了,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0083_U01,legacy_migrated,NGA_0083_U01,NGA_0083,NGA,三个金用起来可能不如两个银凑出来的大法师羁绊,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0084_U01,legacy_migrated,NGA_0084_U01,NGA_0084,NGA,依旧纸上谈兵，这种海克斯为什么不能出狂徒？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0084_U02,legacy_migrated,NGA_0084_U02,NGA_0084,NGA,四下雪天需要拉扯吗，缩后面朝墙壁扔雪球对面兵线都过不来。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0085_U01,legacy_migrated,NGA_0085_U01,NGA_0085,NGA,海斗选塞拉斯你就是在赌出不出基本功,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0085_U02,legacy_migrated,NGA_0085_U02,NGA_0085,NGA,不然除非对面石头狐狸牛头凑一块了让你爽偷不然必下水道的,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0085_U03,legacy_migrated,NGA_0085_U03,NGA_0085,NGA,不像以前普斗塞拉斯，没好大偷也能杀起来,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0086_U01,legacy_migrated,NGA_0086_U01,NGA_0086,NGA,看吧 最近三把塞拉斯,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0086_U02,legacy_migrated,NGA_0086_U02,NGA_0086,NGA,1，格温，瑞兹，巴德，卡莎，螳螂,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0086_U03,legacy_migrated,NGA_0086_U03,NGA_0086,NGA,2，轮子妈，莎弥拉，瑞兹，风女，赛恩,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0086_U04,legacy_migrated,NGA_0086_U04,NGA_0086,NGA,3，卡特，卡莎，潘森，男枪，瑞兹,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0087_U01,legacy_migrated,NGA_0087_U01,NGA_0087,NGA,既然都不拉扯了，你更不需要出狂徒啊,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0087_U02,legacy_migrated,NGA_0087_U02,NGA_0087,NGA,你这个海克斯出个霸王血铠或者裂隙我都算你有点用,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
