excluded_id,source_kind,sample_id,platform_source,unit_text,exclusion_reason,recoverable,notes
AP_0125,bili_rule_based_proposal,BILI_0044,Bili,为啥非得走数值路子呢,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0045_U01,bili_rule_based_proposal_uncertain,BILI_0045,Bili,这版本丢子太恶心了 都说娱乐模式不需要平衡 但是丢子是最影响游戏体验的 十个人互丢的局更是走位练习 毫无体验感 坦克稍微强点可以让战士射手刺客以及坦克本身都有游戏体验 丢子只能让自己获得游戏体验 丢爽了后期还是会被翻 恶心得很,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0046_U01,bili_rule_based_proposal_uncertain,BILI_0046,Bili,现在肉压根玩不了，像小丑一样，我不理解钢为啥削到百6，没刚化你心出钢跟浪费钱没啥区别了，全是丢子伤害还高的不行，玩adc想玩神龙烈焰，狠着出魔法飞弹,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0046_U02,bili_rule_based_proposal_uncertain,BILI_0046,Bili,选个大虫子玩刚化你心，第二个给我出踢踏舞,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0131,bili_rule_based_proposal,BILI_0047,Bili,我玩的少天生低人一等,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0048_U01,bili_rule_based_proposal_uncertain,BILI_0048,Bili,我的建议是直接加一个棱彩海克斯，而且只能极地地图有概率出现，叫做极寒渊狱，效果非常简单因为风暴的影响不受到450码以外任何伤害--实际上就是赵信大招,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0048_U02,bili_rule_based_proposal_uncertain,BILI_0048,Bili,直接选到就不让丢子玩了，这个海克斯甚至可以出现概率非常低，地图1/3概率，加出彩概率，加降低其本身出现概率,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0048_U03,bili_rule_based_proposal_uncertain,BILI_0048,Bili,其存在的核心意义是“威慑纪元”，你选五个丢子之前要掂量一下，对面有没有可能拿到这个海克斯直接一个打五个开爽,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0048_U04,bili_rule_based_proposal_uncertain,BILI_0048,Bili,这样既不真正削弱其它海克斯，和丢子玩家的实际游玩体验，还能减少丢子,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0049_U01,bili_rule_based_proposal_uncertain,BILI_0049,Bili,近战海克斯和远程海克斯不作区分是最蠢的设计,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0049_U03,bili_rule_based_proposal_uncertain,BILI_0049,Bili,削弱移速类海克斯或者降低前期的数值,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0049_U04,bili_rule_based_proposal_uncertain,BILI_0049,Bili,削弱当前版本人人都有的气定神闲前期强度,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0050_U02,bili_rule_based_proposal_uncertain,BILI_0050,Bili,我大乱斗十年老玩家了，一有空就高强度大乱斗，这版本玩了四五十把，很明确的结论就是不好玩，这两天更新后变得更不好玩了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0051_U01,bili_rule_based_proposal_uncertain,BILI_0051,Bili,加点坦克的海克斯吧，目前坦克的海克斯就那么几个，强势一点的钢化你心，歌莉娅巨人，慢炖，坦克引擎等等,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0052_U01,bili_rule_based_proposal_uncertain,BILI_0052,Bili,这说的太对了 玩战士坦克纯纯坐牢 你不上队友不上 9个人在丢 你上了团开了 你送了 队友收割 你一个助攻 等级经济全场倒一,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0053_U01,bili_rule_based_proposal_uncertain,BILI_0053,Bili,为什么我不爱玩大乱斗这个模式，就是因为这模式里面的人大部分段位低，只为了自己爽,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0053_U02,bili_rule_based_proposal_uncertain,BILI_0053,Bili,谁管你厉害不厉害，能不能翻盘，人家不爽就点,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0053_U03,bili_rule_based_proposal_uncertain,BILI_0053,Bili,要么就是你玩ad坦克不探草，没人保护你,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0151,bili_rule_based_proposal,BILI_0053,Bili,一个一个玩的贼自私,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0053_U04,bili_rule_based_proposal_uncertain,BILI_0053,Bili,而排位随着段位越高那种沟通和理解能力越来越高，才让我感受到那是一个团队游戏,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0053_U05,bili_rule_based_proposal_uncertain,BILI_0053,Bili,如果一个游戏的玩家都是自私的，只为了自己爽的,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0154,bili_rule_based_proposal,BILI_0053,Bili,那谁还玩ad，谁还玩辅助,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0053_U06,bili_rule_based_proposal_uncertain,BILI_0053,Bili,谁愿意牺牲自己体验保护队友发育,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0156,bili_rule_based_proposal,BILI_0053,Bili,谁会把队友当为队友,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0158,bili_rule_based_proposal,BILI_0054,Bili,这就导致匹到的神人越来越多,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0054_U02,bili_rule_based_proposal_uncertain,BILI_0054,Bili,把把感觉家里都有起码一个负作用的人,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0160,bili_rule_based_proposal,BILI_0054,Bili,反倒是海克斯之类的我意见不大,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0161,bili_rule_based_proposal,BILI_0054,Bili,因为我个人操作比较强,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0054_U03,bili_rule_based_proposal_uncertain,BILI_0054,Bili,只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0054_U05,bili_rule_based_proposal_uncertain,BILI_0054,Bili,海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0055_U01,bili_rule_based_proposal_uncertain,BILI_0055,Bili,因为纯纯就是谁运气好谁赢，对于技术好的人来说自己的长处发挥不出来，看着一帮操作很菜的人拿着极致的数值碾压自己肯定不喜欢玩,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0056_U01,bili_rule_based_proposal_uncertain,BILI_0056,Bili,我个人最反感的就是羁绊，我更喜欢各种奇奇妙妙的海克斯组合给的快感而不是搁那祈祷下一个是某一个级别的某个海克斯，而且有些海克斯还不错但有羁绊就导致池子会直接被污染，给我小鱼人发升级收集者这是人吗，这个羁绊系统就应该直接给删了而不是调整,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0057_U02,bili_rule_based_proposal_uncertain,BILI_0057,Bili,连个双抗海克斯都没有,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0170,bili_rule_based_proposal,BILI_0057,Bili,减伤也只有一个星界,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0171,bili_rule_based_proposal,BILI_0057,Bili,增伤海克斯30%都是烂大街的,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0058_U02,bili_rule_based_proposal_uncertain,BILI_0058,Bili,蒙多这种肉的池子干净的呀，把把都是专武局,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0060_U01,bili_rule_based_proposal_uncertain,BILI_0060,Bili,没真金白银十年很难说出这种理解来,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0060_U02,bili_rule_based_proposal_uncertain,BILI_0060,Bili,数据不会骗人，并且你的理论有很多错误，叠角龙就算不拿又怎么样，这个海克斯单挂就很厉害了，加上你所说的一系列所谓缺点，胜率还是达到了56，不要再误导大众,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0177,bili_rule_based_proposal,BILI_0060,Bili,胜率做到比我高了再来做视频,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0061_U01,bili_rule_based_proposal_uncertain,BILI_0061,Bili,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0062_U01,bili_rule_based_proposal_uncertain,BILI_0062,Bili,AP女枪还是可以玩玩，队友没AP选出来玩没问题，就是打肉确实难，要海克斯很糊,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0063_U01,bili_rule_based_proposal_uncertain,BILI_0063,Bili,成流量俘虏了，视频只有引战带节奏，娱乐性都没了，看的人头大,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0064_U01,bili_rule_based_proposal_uncertain,BILI_0064,Bili,升级狂妄就是所有战士刺客保三争二一的海克斯,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0065_U01,bili_rule_based_proposal_uncertain,BILI_0065,Bili,坦克之前还能靠自身数值玩一玩，现在丢子各个跑得飞快，还一堆打百分比的，现在玩坦克有点静水监狱那味了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0184,bili_rule_based_proposal,BILI_0067,Bili,为什么说升级狂妄是陷阱,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0068_U01,bili_rule_based_proposal_uncertain,BILI_0068,Bili,死标题党，我还以为干嘛了，你是害怕没控制的选了会多出几个叠角龙的羁绊污染你海克斯池，我还以为干嘛不能选[疑惑],规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0069_U01,bili_rule_based_proposal_uncertain,BILI_0069,Bili,自己放个神人虚空裂隙和属性叠属性出来，问坦克为什么玩不爽，坦克扛不住虚空裂隙，开团死了又捡不到锻造器，巫妖王玩法全在鼓励当丢子，你说为什么丢子多,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0070_U01,bili_rule_based_proposal_uncertain,BILI_0070,Bili,个人经历，单排是真的牢中牢，英雄牢、海克斯牢、队友牢，连败不停,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0070_U02,bili_rule_based_proposal_uncertain,BILI_0070,Bili,组队的话队友都是自己熟悉的能互相兜底，海克斯也非常胡,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0189,bili_rule_based_proposal,BILI_0071,Bili,千万不要单排海克斯,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0071_U01,bili_rule_based_proposal_uncertain,BILI_0071,Bili,如果你还在单排海克斯可以看评论区置顶小群一起玩,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0191,bili_rule_based_proposal,BILI_0071,Bili,千万不要单排大乱斗,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0071_U02,bili_rule_based_proposal_uncertain,BILI_0071,Bili,可怜主播的朋友们可以关注三连一下哦~,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0072_U01,bili_rule_based_proposal_uncertain,BILI_0072,Bili,其实没必要在意那些羁绊，毕竟提升都不太大，尽量选这适配英雄的海克斯，骰子羁绊除外,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0073_U01,bili_rule_based_proposal_uncertain,BILI_0073,Bili,小火龙，塞纳，提莫，猫咪，炸弹人，今天遇到一把ap巨魔扔柱子加猫咪的，一点不想打,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0073_U02,bili_rule_based_proposal_uncertain,BILI_0073,Bili,想投降也不投，他们四个人开黑的,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0075_U01,bili_rule_based_proposal_uncertain,BILI_0075,Bili,看到池子里有提莫豹女巴德这种我都是秒选的，卡到最后一秒再选别的，我宁愿抢不到我想玩的英雄我也不冒队友玩这些死冯英雄的风险,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0076_U01,bili_rule_based_proposal_uncertain,BILI_0076,Bili,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0076_U02,bili_rule_based_proposal_uncertain,BILI_0076,Bili,对面开局回归基本功船长瑞兹，小丑瑞文,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0077_U01,bili_rule_based_proposal_uncertain,BILI_0077,Bili,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0078_U01,bili_rule_based_proposal_uncertain,BILI_0078,Bili,出装还是小事，最离谱的有些人左右脑胡博，玩ap卡莎，海克斯拿双刀流,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0078_U02,bili_rule_based_proposal_uncertain,BILI_0078,Bili,拿个量子计算不敢雪球突脸，拿了坦克引擎又拿自爆海克斯,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0203,bili_rule_based_proposal,BILI_0078,Bili,只能说还是太有理解了[笑哭],规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0205,bili_rule_based_proposal,BILI_0080,Bili,即时游戏，就要有随机性,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0080_U01,bili_rule_based_proposal_uncertain,BILI_0080,Bili,我操作差，反应慢，就一定赢不了，那我还玩个毛，玩游戏去了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0080_U02,bili_rule_based_proposal_uncertain,BILI_0080,Bili,你强，总有比你更强，卷到最后曲高和寡,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0081_U01,bili_rule_based_proposal_uncertain,BILI_0081,Bili,核心是类似肉鸽的玩法，每局都能有不同的可能性,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0082_U01,bili_rule_based_proposal_uncertain,BILI_0082,Bili,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0210,bili_rule_based_proposal,BILI_0083,Bili,酸辣粉还低等吗,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,过短且无明确机制指向，视为语气/连接片段
BILI_0083_U01,bili_rule_based_proposal_uncertain,BILI_0083,Bili,出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0084_U01,bili_rule_based_proposal_uncertain,BILI_0084,Bili,去看看炉石传说，通行证人家可以4个英雄选一个，没花钱只能2选1,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0084_U02,bili_rule_based_proposal_uncertain,BILI_0084,Bili,这种逆天的破坏平衡方式都不影响游戏,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0084_U03,bili_rule_based_proposal_uncertain,BILI_0084,Bili,游戏里面拼的还是技术和运气，赢不赢和你的通行证没关系，只能说提升一下游戏体验,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0085_U01,bili_rule_based_proposal_uncertain,BILI_0085,Bili,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0086_U01,bili_rule_based_proposal_uncertain,BILI_0086,Bili,海斗一共就三个组成部分，英雄海克斯装备，你海克斯拿对了瞎出装备，根本发挥不出海克斯的优点，然后被对面抽陀螺，队友善意提醒你你还不乐意，那我只能说这种抖m还是去应聘一下人形沙袋吧，那个劲大会更爽,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0087_U01,bili_rule_based_proposal_uncertain,BILI_0087,Bili,就怕出装警察自己不会玩还瞎点，真的没空给他打字解释,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0088_U02,bili_rule_based_proposal_uncertain,BILI_0088,Bili,我不想赢，我瞎出装，队友又点我装备,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0089_U01,bili_rule_based_proposal_uncertain,BILI_0089,Bili,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0090_U01,bili_rule_based_proposal_uncertain,BILI_0090,Bili,狂妄并非只有刺客能出，亚恒剑魔这种，控虽然不如个别一身控制的坦克多后续补个扇巴掌真的猛的要命,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0091_U01,bili_rule_based_proposal_uncertain,BILI_0091,Bili,不是升级狂妄恶心，是羁绊恶心，这个版本整个就恶心,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0092_U01,bili_rule_based_proposal_uncertain,BILI_0092,Bili,视频展现《英雄联盟》海克斯模式下的玩家互怼趣事,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0092_U02,bili_rule_based_proposal_uncertain,BILI_0092,Bili,主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP女枪“爽飞天”却误伤队友，另人笑称“双刀流吃红烧还是香辣,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0227,bili_rule_based_proposal,BILI_0092,Bili,海克斯玩家速逃,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,过短且无明确机制指向，视为语气/连接片段
BILI_0092_U04,bili_rule_based_proposal_uncertain,BILI_0092,Bili,双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0095_U01,bili_rule_based_proposal_uncertain,BILI_0095,Bili,女枪我一般都是走AD的，除非开局给个超凡邪恶,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0098_U01,bili_rule_based_proposal_uncertain,BILI_0098,Bili,AP女枪是对面四个以上丢子无脑选的，不用看符文，这把对面五个丢子，第一个符文不管啥都直接做AP就对了,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0099_U01,bili_rule_based_proposal_uncertain,BILI_0099,Bili,那以后出个减益模式，星界躯体-1000血，暗影疾奔用技能减速，一板一眼固定攻速不加攻击力,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0237,bili_rule_based_proposal,BILI_0099,Bili,打到最后成残奥会,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0100_U01,bili_rule_based_proposal_uncertain,BILI_0100,Bili,玩酸辣粉是对的，这个英雄往上可以出法师，往下可以出辅助，还有开团大招，很好的技能组，就是需要点命中率,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
AP_0239,bili_rule_based_proposal,BILI_0100,Bili,相较于那些什么风女,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
AP_0240,bili_rule_based_proposal,BILI_0100,Bili,那些软辅才是用处小的可怜,规则基线提案 include_as_evidence=no（过短/上下文依赖/无机制指向）,yes,无明确机制指向且依赖上下文，暂不作为独立证据
BILI_0100_U02,bili_rule_based_proposal_uncertain,BILI_0100,Bili,这提毛还恶人先告状，如果我的队友里有个提莫小火龙，前中期会玩的非常难受，想赢只能靠后期对面装B不拆反一波，我都不知道见了多少把了，一个个爱玩个B小火龙，跟区一样在地上蠕动,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0101_U01,bili_rule_based_proposal_uncertain,BILI_0101,Bili,普通大乱斗拍进去了队友问怎么这把选不了海克斯,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
BILI_0104_U01,bili_rule_based_proposal_uncertain,BILI_0104,Bili,反正我海克斯的时候，只要队友点投降，哪怕我糊烂了我也点同意，从不点否,规则基线提案 include_as_evidence=uncertain（默认不计入正式分析分子，单独标记）,yes,保留在 provisional 但 analysis_inclusion_status=included_flagged_uncertain
