queue_id,sample_id,legacy_clean_id,raw_text,candidate_unit_index,candidate_unit_text,split_method,surface_topic_candidate,mechanism_label_candidate,candidate_status,human_review_status,notes
BQ_0001,BILI_0001,1,他把坦克海克斯加强了别的更厉害了，星届躯体1500生命值只掉10%输出缺可以增加大量存活时间和输出时间，叠角龙羁绊里的缩小引擎无限循环往复这些属于白搭谁都能用，人均都能挂个叠角龙，坦克只有飞身踢，随到了就是爽局，随不到折磨一整把，除非阵容克制,1,他把坦克海克斯加强了别的更厉害了，星届躯体1500生命值只掉10%输出缺可以增加大量存活时间和输出时间，叠角龙羁绊里的缩小引擎无限循环往复这些属于白搭谁都能用，人均都能挂个叠角龙，坦克只有飞身踢，随到了就是爽局，随不到折磨一整把，除非阵容克制,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0042,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,19,最后，凭什么重伤装备就这4件,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0043,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,20,你设计师不是喜欢搞镜像产物吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0044,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,21,怎么有物理版本反甲，却没有魔抗版本反甲,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0045,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,22,恶心坦克玩家吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0046,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,23,为什么没有带穿甲的重伤装备,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0047,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,24,逼刺客玩家去选择链锯剑，恶心刺客玩家吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0048,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,25,为什么没有攻速流adc的重伤装备,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0049,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,26,绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0050,BILI_0013,13,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,27,总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0051,BILI_0014,14,海克斯大乱斗看情况重伤该出就出，别等队友，对面血魔多也别考虑自己挂重伤效率高不高，海斗现在这环境大家伤害都高的一，后期团战很容易出现出重伤的辅助或者aoe法师不小心先被秒了，你ad自己不出重伤难道等着输吗？我见过太多自以为自己很c的后排玩家，把把抱着个红穿不撒手，被对面战士刺客大爹两刀剁死然后无能狂怒。,1,海克斯大乱斗看情况重伤该出就出，别等队友，对面血魔多也别考虑自己挂重伤效率高不高，海斗现在这环境大家伤害都高的一，后期团战很容易出现出重伤的辅助或者aoe法师不小心先被秒了，你ad自己不出重伤难道等着输吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0052,BILI_0014,14,海克斯大乱斗看情况重伤该出就出，别等队友，对面血魔多也别考虑自己挂重伤效率高不高，海斗现在这环境大家伤害都高的一，后期团战很容易出现出重伤的辅助或者aoe法师不小心先被秒了，你ad自己不出重伤难道等着输吗？我见过太多自以为自己很c的后排玩家，把把抱着个红穿不撒手，被对面战士刺客大爹两刀剁死然后无能狂怒。,2,我见过太多自以为自己很c的后排玩家，把把抱着个红穿不撒手，被对面战士刺客大爹两刀剁死然后无能狂怒,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0053,BILI_0015,15,还不是那个设计师把重伤装备搞那么垃圾，鬼书抱着那b300生命值不放，炼金链锯那点属性和大面具坐一桌了，绿穿自从巨杀被改回来就失去竞争力了，反甲倒是老见坦克出，高额护甲可以无脑叠生命和魔抗了。,1,还不是那个设计师把重伤装备搞那么垃圾，鬼书抱着那b300生命值不放，炼金链锯那点属性和大面具坐一桌了，绿穿自从巨杀被改回来就失去竞争力了，反甲倒是老见坦克出，高额护甲可以无脑叠生命和魔抗了,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0054,BILI_0016,16,这版本胡羁绊比上版本爽的多，四随机谁玩谁知道，20分钟四十层锻体，四叠四鞭炮也贼夸张。缺点就是胡出来太强了，强到对面没有一点希望，二塔一掉就点了，爽不起来。我现在一胡就在想怎么控温，偶尔死一两波。,1,这版本胡羁绊比上版本爽的多，四随机谁玩谁知道，20分钟四十层锻体，四叠四鞭炮也贼夸张,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0055,BILI_0016,16,这版本胡羁绊比上版本爽的多，四随机谁玩谁知道，20分钟四十层锻体，四叠四鞭炮也贼夸张。缺点就是胡出来太强了，强到对面没有一点希望，二塔一掉就点了，爽不起来。我现在一胡就在想怎么控温，偶尔死一两波。,2,缺点就是胡出来太强了，强到对面没有一点希望，二塔一掉就点了，爽不起来,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0056,BILI_0016,16,这版本胡羁绊比上版本爽的多，四随机谁玩谁知道，20分钟四十层锻体，四叠四鞭炮也贼夸张。缺点就是胡出来太强了，强到对面没有一点希望，二塔一掉就点了，爽不起来。我现在一胡就在想怎么控温，偶尔死一两波。,3,我现在一胡就在想怎么控温，偶尔死一两波,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0057,BILI_0017,17,更新的一坨，之前海克斯好玩是因为合理的海克斯可以更好的发挥每个英雄的特性，让很多本来不适合大乱斗的英雄也能玩起来。现在则是海克斯+羁绊远大于英雄特性本身了，举个例子中东套，任何英雄拿个俯冲轰炸+大运都可以无脑雪球直接冲过去炸就完事。见面就是互秒，无聊的一比,1,更新的一坨，之前海克斯好玩是因为合理的海克斯可以更好的发挥每个英雄的特性，让很多本来不适合大乱斗的英雄也能玩起来,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0058,BILI_0017,17,更新的一坨，之前海克斯好玩是因为合理的海克斯可以更好的发挥每个英雄的特性，让很多本来不适合大乱斗的英雄也能玩起来。现在则是海克斯+羁绊远大于英雄特性本身了，举个例子中东套，任何英雄拿个俯冲轰炸+大运都可以无脑雪球直接冲过去炸就完事。见面就是互秒，无聊的一比,2,现在则是海克斯+羁绊远大于英雄特性本身了，举个例子中东套，任何英雄拿个俯冲轰炸+大运都可以无脑雪球直接冲过去炸就完事,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0059,BILI_0017,17,更新的一坨，之前海克斯好玩是因为合理的海克斯可以更好的发挥每个英雄的特性，让很多本来不适合大乱斗的英雄也能玩起来。现在则是海克斯+羁绊远大于英雄特性本身了，举个例子中东套，任何英雄拿个俯冲轰炸+大运都可以无脑雪球直接冲过去炸就完事。见面就是互秒，无聊的一比,3,见面就是互秒，无聊的一比,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0060,BILI_0018,18,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验。从而给了不少人不错的体验吧，不用像排位那么执着输赢和技术，回归了开游戏就是想来把爽局。,1,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0061,BILI_0018,18,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验。从而给了不少人不错的体验吧，不用像排位那么执着输赢和技术，回归了开游戏就是想来把爽局。,2,从而给了不少人不错的体验吧，不用像排位那么执着输赢和技术，回归了开游戏就是想来把爽局,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0062,BILI_0019,19,我遇到的几个新手，把把出狂徒心之钢当陀螺，然后把把说坐牢，没感觉他们有多爽。按照阵容出装虐对面不比被虐爽吗？,1,我遇到的几个新手，把把出狂徒心之钢当陀螺，然后把把说坐牢，没感觉他们有多爽,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0063,BILI_0019,19,我遇到的几个新手，把把出狂徒心之钢当陀螺，然后把把说坐牢，没感觉他们有多爽。按照阵容出装虐对面不比被虐爽吗？,2,按照阵容出装虐对面不比被虐爽吗,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0064,BILI_0020,20,我们阵容5个ad输出，对面两坨大肉，我一个韦鲁斯出ap就这样还有人点我纳什和黄昏呢，关键点我装备的人也不出重伤，还要我单挂一个800重伤剑，其他队友的看不下去了帮我说话，叫他别点了，韦鲁斯ap打肉更快,1,我们阵容5个ad输出，对面两坨大肉，我一个韦鲁斯出ap就这样还有人点我纳什和黄昏呢，关键点我装备的人也不出重伤，还要我单挂一个800重伤剑，其他队友的看不下去了帮我说话，叫他别点了，韦鲁斯ap打肉更快,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0065,BILI_0021,21,提莫低等英雄，萨芬纯种高等英雄，w是丢子关键移速，e技能是高贵的穿兵线穿人控制，同类型的妮寇e短的离谱，光辉只能穿两，出了冰杖就是全游戏最高贵的丢子控制，cd也不算长，r在大乱斗地形也是随便放，纯纯的高等英雄，海克斯适配度也高，银色扇巴掌，家园卫士，法师通用类，金色cd，叠角龙系列全能完美消化，法师系都吃，棱彩法师系都吃，残忍裂隙这种拿到也是瞎几把乱杀，怎么玩怎么赢，队友没控制就e抽奖，队友有控制就e后放稳定控制链，总结就是高等丢子英雄,1,提莫低等英雄，萨芬纯种高等英雄，w是丢子关键移速，e技能是高贵的穿兵线穿人控制，同类型的妮寇e短的离谱，光辉只能穿两，出了冰杖就是全游戏最高贵的丢子控制，cd也不算长，r在大乱斗地形也是随便放，纯纯的高等英雄，海克斯适配度也高，银色扇巴掌，家园卫士，法师通用类，金色cd，叠角龙系列全能完美消化，法师系都吃，棱彩法师系都吃，残忍裂隙这种拿到也是瞎几把乱杀，怎么玩怎么赢，队友没控制就e抽奖，队友有控制就e后放稳定控制链，总结就是高等丢子英雄,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
BQ_0066,BILI_0022,22,昨天玩一把海克斯大乱斗，我们前期被对面吊打，我方卡牌点了投降，我们4个人都没点，然后卡牌心态崩了就开始挂机，结果卡牌挂机以后，对面就打不过我们了，我们4打5把对面打的节节败退，最后赢了,1,昨天玩一把海克斯大乱斗，我们前期被对面吊打，我方卡牌点了投降，我们4个人都没点，然后卡牌心态崩了就开始挂机，结果卡牌挂机以后，对面就打不过我们了，我们4打5把对面打的节节败退，最后赢了,punctuation_split(。！？；.!?; and newline); min_len=6,,unassigned,pending_review,not_reviewed,确定性候选切分，非最终证据；机制标签待人工/模型辅助标注
