evidence_id,sample_id,platform_source,unit_index,unit_text,surface_topic,mechanism_label,evidence_phrase,label_source,proposal_confidence,review_status,analysis_inclusion_status,legacy_evidence_id,queue_id,notes
NGA_0035_U01,NGA_0035,NGA,1,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？,other_uncertain,competence_frustration,我感觉玩飞机就一个理念问题，你W怎么交？,legacy_ai,medium,legacy_ai_label_unreviewed,included,35_u1,,legacy AI 标签未人工复核
NGA_0035_U02,NGA_0035,NGA,2,我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。,other_uncertain,competence_frustration,Q又慢伤害不高,legacy_ai,medium,legacy_ai_label_unreviewed,included,35_u2,,legacy AI 标签未人工复核
NGA_0035_U03,NGA_0035,NGA,3,装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。,balance,competence_frustration,这就是和对面AD对撸的底气，收集者秒判定秒杀太强了,legacy_ai,medium,legacy_ai_label_unreviewed,included,35_u3,,legacy AI 标签未人工复核
NGA_0035_U04,NGA_0035,NGA,4,另外就是升级无尽了那首选肯定无尽啊。,other_uncertain,uncertain,升级无尽了那首选肯定无尽啊,legacy_ai,low,legacy_ai_label_unreviewed,included,35_u4,,legacy AI 标签未人工复核
NGA_0035_U05,NGA_0035,NGA,5,第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。,other_uncertain,uncertain,,legacy_ai,low,legacy_ai_label_unreviewed,included,35_u5,,legacy AI 标签未人工复核
NGA_0035_U06,NGA_0035,NGA,6,第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。,other_uncertain,uncertain,第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的,legacy_ai,low,legacy_ai_label_unreviewed,included,35_u6,,legacy AI 标签未人工复核
NGA_0035_U07,NGA_0035,NGA,7,之后暴击不满补c44，暴击满了按需求补防装/饮血。,other_uncertain,uncertain,之后暴击不满补c44，暴击满了按需求补防装/饮血。,legacy_ai,low,legacy_ai_label_unreviewed,included,35_u7,,legacy AI 标签未人工复核
NGA_0035_U08,NGA_0035,NGA,8,要说后面不好赢也是真的，杀太多了啊都会被针对,balance,fairness_threat,都会被针对,legacy_ai,medium,legacy_ai_label_unreviewed,included,35_u8,,legacy AI 标签未人工复核
NGA_0035_U09,NGA_0035,NGA,9,比如输的那局，对面尤里卡提莫，我被单防了,balance,competence_frustration,我被单防了,legacy_ai,medium,legacy_ai_label_unreviewed,included,35_u9,,legacy AI 标签未人工复核
NGA_0036_U01,NGA_0036,NGA,1,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力。,other_uncertain,uncertain,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力,legacy_ai,low,legacy_ai_label_unreviewed,included,36_u1,,legacy AI 标签未人工复核
NGA_0036_U02,NGA_0036,NGA,2,最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。,balance,uncertain,最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。,legacy_ai,low,legacy_ai_label_unreviewed,included,36_u2,,legacy AI 标签未人工复核
NGA_0036_U03,NGA_0036,NGA,3,野排遇到四个怂货的概率太高，只敢闪现抢丝血人头，有个辛吉德能改善很多,matchmaking,competence_frustration,野排遇到四个怂货的概率太高，只敢闪现抢丝血人头,legacy_ai,medium,legacy_ai_label_unreviewed,included,36_u3,,legacy AI 标签未人工复核
NGA_0037_U01,NGA_0037,NGA,1,这个胜率和选取率就决定了这英雄不会是什么必须要会玩才有用的英雄。,balance,competence_frustration,不会是什么必须要会玩才有用的英雄,legacy_ai,medium,legacy_ai_label_unreviewed,included,37_u1,,legacy AI 标签未人工复核
NGA_0037_U02,NGA_0037,NGA,2,除非数据作假，否则就是炼金的价值在你还没理解的地方。,other_uncertain,competence_frustration,在你还没理解的地方,legacy_ai,medium,legacy_ai_label_unreviewed,included,37_u2,,legacy AI 标签未人工复核
NGA_0037_U03,NGA_0037,NGA,3,很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,other_uncertain,uncertain,很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,legacy_ai,low,legacy_ai_label_unreviewed,included,37_u3,,legacy AI 标签未人工复核
NGA_0038_U01,NGA_0038,NGA,1,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃。,balance,uncertain,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃,legacy_ai,low,legacy_ai_label_unreviewed,included,38_u1,,legacy AI 标签未人工复核
NGA_0038_U02,NGA_0038,NGA,2,重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出。,other_uncertain,uncertain,重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出,legacy_ai,low,legacy_ai_label_unreviewed,included,38_u2,,legacy AI 标签未人工复核
NGA_0038_U03,NGA_0038,NGA,3,永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。,other_uncertain,uncertain,永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。,legacy_ai,low,legacy_ai_label_unreviewed,included,38_u3,,legacy AI 标签未人工复核
NGA_0038_U04,NGA_0038,NGA,4,带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限。,balance,uncertain,带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限,legacy_ai,low,legacy_ai_label_unreviewed,included,38_u4,,legacy AI 标签未人工复核
NGA_0038_U05,NGA_0038,NGA,5,e强制位移可以背脆皮进人堆可以背战士出去，e到w上满级缚地快两秒等于宣判死刑。,balance,competence_frustration,等于宣判死刑,legacy_ai,high,legacy_ai_label_unreviewed,included,38_u5,,legacy AI 标签未人工复核
NGA_0038_U06,NGA_0038,NGA,6,r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了。,balance,uncertain,r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了,legacy_ai,low,legacy_ai_label_unreviewed,included,38_u6,,legacy AI 标签未人工复核
NGA_0038_U07,NGA_0038,NGA,7,拿海克斯优先移动速度冷却坦度之类的，炼金多站一秒输出都会增加许多，炼金跑的越快对面血头大，不会控毒就打团开q别关有寒冬不缺蓝，非特殊情况不出刚。,other_uncertain,competence_frustration,不会控毒就打团开q别关,legacy_ai,medium,legacy_ai_label_unreviewed,included,38_u7,,legacy AI 标签未人工复核
NGA_0039_U01,NGA_0039,NGA,1,你该不会是玩拉克丝被w缚地然后吃个雪球被背回去杀破防了吧。,other_uncertain,competence_frustration,被背回去杀破防了吧,legacy_ai,medium,legacy_ai_label_unreviewed,included,39_u1,,legacy AI 标签未人工复核
NGA_0039_U02,NGA_0039,NGA,2,倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。,balance,uncertain,倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。,legacy_ai,low,legacy_ai_label_unreviewed,included,39_u2,,legacy AI 标签未人工复核
NGA_0039_U03,NGA_0039,NGA,3,就哪怕是上面说的那种开团的炼金，都基本能稳定换掉对面一个c，对单核阵容真的是毁灭打击，如果有开团前排让炼金打第二进场那很有可能炼金还能混个火。,balance,competence_frustration,对单核阵容真的是毁灭打击,legacy_ai,medium,legacy_ai_label_unreviewed,included,39_u3,,legacy AI 标签未人工复核
NGA_0039_U04,NGA_0039,NGA,4,不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。,balance,uncertain,不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。,legacy_ai,low,legacy_ai_label_unreviewed,included,39_u4,,legacy AI 标签未人工复核
NGA_0039_U05,NGA_0039,NGA,5,以后秀理解问英雄的时候先去掌盟看眼胜率，胜率不会骗人。,other_uncertain,competence_frustration,胜率不会骗人,legacy_ai,medium,legacy_ai_label_unreviewed,included,39_u5,,legacy AI 标签未人工复核
NGA_0040_U01,NGA_0040,NGA,1,玩坦克的爽点在于自己很硬对面拿你没办法,balance,competence_frustration,自己很硬对面拿你没办法,legacy_ai,medium,legacy_ai_label_unreviewed,included,40_u1,,legacy AI 标签未人工复核
NGA_0040_U02,NGA_0040,NGA,2,然而大部分心之钢加狂徒的出装只能让自己血条看起来厚，对面还是随便融化,balance,competence_frustration,对面还是随便融化,legacy_ai,medium,legacy_ai_label_unreviewed,included,40_u2,,legacy AI 标签未人工复核
NGA_0041_U01,NGA_0041,NGA,1,半夜打了一局，中期有点处理不掉韦鲁斯，结果对面一直不推，宁愿送泉水也要继续玩，输了好几波团终于迎来一次反推的机会，我抬到韦鲁斯队友集火把他给秒了，直接一波了。,other_uncertain,competence_frustration,中期有点处理不掉韦鲁斯,legacy_ai,medium,legacy_ai_label_unreviewed,included,41_u1,,legacy AI 标签未人工复核
NGA_0041_U02,NGA_0041,NGA,2,所以这就是宁愿输也要爽吗？我体会不到爽点,other_uncertain,uncertain,我体会不到爽点,legacy_ai,low,legacy_ai_label_unreviewed,included,41_u2,,legacy AI 标签未人工复核
NGA_0042_U01,NGA_0042,NGA,1,炸弹人有一版我记得是80%伤害 120%承伤 -20cd 结果就是狗都不玩 完全打不动人 清不动线 一碰就碎,balance,competence_frustration,完全打不动人 清不动线 一碰就碎,legacy_ai,high,legacy_ai_label_unreviewed,included,42_u1,,legacy AI 标签未人工复核
NGA_0042_U02,NGA_0042,NGA,2,然后回调了8%伤害变成88%造成伤害就勉强能玩了,balance,competence_frustration,勉强能玩了,legacy_ai,medium,legacy_ai_label_unreviewed,included,42_u2,,legacy AI 标签未人工复核
NGA_0042_U03,NGA_0042,NGA,3,你给火男75%造成伤害那我建议不如删了,balance,competence_frustration,你给火男75%造成伤害那我建议不如删了,legacy_ai,medium,legacy_ai_label_unreviewed,included,42_u3,,legacy AI 标签未人工复核
NGA_0043_U01,NGA_0043,NGA,1,这我真爽过，不过几年前了,other_uncertain,uncertain,这我真爽过，不过几年前了,legacy_ai,low,legacy_ai_label_unreviewed,included,43_u1,,legacy AI 标签未人工复核
NGA_0043_U02,NGA_0043,NGA,2,露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯,other_uncertain,uncertain,露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯,legacy_ai,low,legacy_ai_label_unreviewed,included,43_u2,,legacy AI 标签未人工复核
NGA_0043_U03,NGA_0043,NGA,3,对面什么阵容忘了,other_uncertain,uncertain,对面什么阵容忘了,legacy_ai,low,legacy_ai_label_unreviewed,included,43_u3,,legacy AI 标签未人工复核
NGA_0043_U04,NGA_0043,NGA,4,前期没伤害只能清线撑到两件套就基本都是站撸了,balance,competence_frustration,前期没伤害只能清线撑到两件套,legacy_ai,medium,legacy_ai_label_unreviewed,included,43_u4,,legacy AI 标签未人工复核
NGA_0043_U05,NGA_0043,NGA,5,盾根本打不掉,balance,competence_frustration,盾根本打不掉,legacy_ai,high,legacy_ai_label_unreviewed,included,43_u5,,legacy AI 标签未人工复核
NGA_0044_U01,NGA_0044,NGA,1,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个。,other_uncertain,competence_frustration,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个,legacy_ai,medium,legacy_ai_label_unreviewed,included,44_u1,,legacy AI 标签未人工复核
NGA_0044_U02,NGA_0044,NGA,2,然后，怕后期对面装备起来了，我的装备没优势了，打不过，我就赶紧推了。,balance,competence_frustration,怕后期对面装备起来了，我的装备没优势了，打不过,legacy_ai,medium,legacy_ai_label_unreviewed,included,44_u2,,legacy AI 标签未人工复核
NGA_0044_U03,NGA_0044,NGA,3,如果一直拖到个20多分钟、25分钟。感觉我能杀更多，但这样子估计就不好赢。,other_uncertain,competence_frustration,感觉我能杀更多，但这样子估计就不好赢,legacy_ai,medium,legacy_ai_label_unreviewed,included,44_u3,,legacy AI 标签未人工复核
NGA_0045_U01,NGA_0045,NGA,1,就是垃圾 打10把能1把锻体局么？,matchmaking,competence_frustration,打10把能1把锻体局么？,legacy_ai,high,legacy_ai_label_unreviewed,included,45_u1,,legacy AI 标签未人工复核
NGA_0045_U02,NGA_0045,NGA,2,现在很多时候15级都到不了就被推平了 或者点了,balance,competence_frustration,15级都到不了就被推平了,legacy_ai,medium,legacy_ai_label_unreviewed,included,45_u2,,legacy AI 标签未人工复核
NGA_0045_U03,NGA_0045,NGA,3,而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。,balance,competence_frustration,那点数值也不够看啊,legacy_ai,high,legacy_ai_label_unreviewed,included,45_u3,,legacy AI 标签未人工复核
NGA_0045_U04,NGA_0045,NGA,4,如果装备加成多给几倍，锻体正常 那还有点说法，现在正常帽子装加那点属性 有屁用,balance,competence_frustration,有屁用,legacy_ai,high,legacy_ai_label_unreviewed,included,45_u4,,legacy AI 标签未人工复核
NGA_0045_U05,NGA_0045,NGA,5,到了锻体 都是大后期了 基本上都是互相秒了 那时候输出早就溢出了，比的就是先手,balance,competence_frustration,比的就是先手,legacy_ai,medium,legacy_ai_label_unreviewed,included,45_u5,,legacy AI 标签未人工复核
NGA_0045_U06,NGA_0045,NGA,6,这海克斯垃圾就在于 他是纯数值的 但是前期又没数值，后期能感受点数值的时候 数值已经早就溢出了~,balance,competence_frustration,前期又没数值，后期能感受点数值的时候 数值已经早就溢出了,legacy_ai,high,legacy_ai_label_unreviewed,included,45_u6,,legacy AI 标签未人工复核
NGA_0046_U01,NGA_0046,NGA,1,4叠中叠/4金币 打到15分钟 我最多一次是38层 普遍一局下来有个10层都算不错了。,other_uncertain,competence_frustration,普遍一局下来有个10层都算不错了,legacy_ai,high,legacy_ai_label_unreviewed,included,46_u1,,legacy AI 标签未人工复核
NGA_0046_U02,NGA_0046,NGA,2,15分钟20000左右经济6神，再7000经济锻10次 也没有多少属性法强 太偏后期了,balance,competence_frustration,太偏后期了,legacy_ai,medium,legacy_ai_label_unreviewed,included,46_u2,,legacy AI 标签未人工复核
NGA_0047_U01,NGA_0047,NGA,1,80 120差不多了，火男在海斗太容易胡了,balance,fairness_threat,火男在海斗太容易胡了,legacy_ai,medium,legacy_ai_label_unreviewed,included,47_u1,,legacy AI 标签未人工复核
NGA_0047_U02,NGA_0047,NGA,2,彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒,other_uncertain,uncertain,彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒,legacy_ai,low,legacy_ai_label_unreviewed,included,47_u2,,legacy AI 标签未人工复核
NGA_0047_U03,NGA_0047,NGA,3,别的英雄可能就1-2个顶级适配符文，拿不到就是普通强度,balance,fairness_threat,拿不到就是普通强度,legacy_ai,medium,legacy_ai_label_unreviewed,included,47_u3,,legacy AI 标签未人工复核
NGA_0047_U04,NGA_0047,NGA,4,但火男什么局都有不少符文可以选,other_uncertain,uncertain,但火男什么局都有不少符文可以选,legacy_ai,low,legacy_ai_label_unreviewed,included,47_u4,,legacy AI 标签未人工复核
NGA_0048_U01,NGA_0048,NGA,1,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了,balance,competence_frustration,操作难度直接下降 50%,legacy_ai,high,legacy_ai_label_unreviewed,included,48_u1,,legacy AI 标签未人工复核
NGA_0048_U02,NGA_0048,NGA,2,娜美拿个虚空裂隙能秒人还有王法吗？,balance,fairness_threat,娜美拿个虚空裂隙能秒人还有王法吗？,legacy_ai,medium,legacy_ai_label_unreviewed,included,48_u2,,legacy AI 标签未人工复核
NGA_0048_U03,NGA_0048,NGA,3,我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死,balance,competence_frustration,前期随便吃两个技能直接死,legacy_ai,high,legacy_ai_label_unreviewed,included,48_u3,,legacy AI 标签未人工复核
NGA_0048_U04,NGA_0048,NGA,4,还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙,other_uncertain,competence_frustration,才能躲开这个裂隙,legacy_ai,medium,legacy_ai_label_unreviewed,included,48_u4,,legacy AI 标签未人工复核
NGA_0048_U05,NGA_0048,NGA,5,对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,balance,fairness_threat,对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,legacy_ai,medium,legacy_ai_label_unreviewed,included,48_u5,,legacy AI 标签未人工复核
NGA_0049_U01,NGA_0049,NGA,1,之前排到对面一个火男拿了虚空裂隙。我是乌迪尔。我直接AP找火男自爆。他一出来就被我RR，加上海克斯固定1换1，那一把裂隙打完就4000，全是我身上打的。,other_uncertain,competence_frustration,我直接AP找火男自爆,legacy_ai,medium,legacy_ai_label_unreviewed,included,49_u1,,legacy AI 标签未人工复核
NGA_0049_U02,NGA_0049,NGA,2,不过裂隙确实强度很高。下版本得削。,balance,competence_frustration,裂隙确实强度很高。下版本得削。,legacy_ai,medium,legacy_ai_label_unreviewed,included,49_u2,,legacy AI 标签未人工复核
NGA_0049_U03,NGA_0049,NGA,3,裂隙阿木木裂隙卡特玩过不笑出来真得查一下抑郁症了。,other_uncertain,uncertain,玩过不笑出来真得查一下抑郁症了,legacy_ai,low,legacy_ai_label_unreviewed,included,49_u3,,legacy AI 标签未人工复核
NGA_0050_U01,NGA_0050,NGA,1,只要有点范围伤害的ap出个法穿鞋裂隙触发就三分之一血没了,balance,competence_frustration,三分之一血没了,legacy_ai,medium,legacy_ai_label_unreviewed,included,50_u1,,legacy AI 标签未人工复核
NGA_0050_U02,NGA_0050,NGA,2,而且裂隙好像打一个人两次也能触发？,other_uncertain,uncertain,而且裂隙好像打一个人两次也能触发？,legacy_ai,low,legacy_ai_label_unreviewed,included,50_u2,,legacy AI 标签未人工复核
NGA_0050_U03,NGA_0050,NGA,3,前期的神，和量子计算一桌但比量子计算更恶心,other_uncertain,competence_frustration,比量子计算更恶心,legacy_ai,medium,legacy_ai_label_unreviewed,included,50_u3,,legacy AI 标签未人工复核
NGA_0050_U04,NGA_0050,NGA,4,至少量子能被骗出来cd,other_uncertain,uncertain,至少量子能被骗出来cd,legacy_ai,low,legacy_ai_label_unreviewed,included,50_u4,,legacy AI 标签未人工复核
NGA_0051_U01,NGA_0051,NGA,1,所以AP大后期打肉就这样出装吗,other_uncertain,uncertain,所以AP大后期打肉就这样出装吗,legacy_ai,low,legacy_ai_label_unreviewed,included,51_u1,,legacy AI 标签未人工复核
NGA_0051_U02,NGA_0051,NGA,2,我最近的局经常对面2，3个大肉到中后期我们这边就打不动的,balance,competence_frustration,我们这边就打不动的,legacy_ai,medium,legacy_ai_label_unreviewed,included,51_u2,,legacy AI 标签未人工复核
NGA_0051_U03,NGA_0051,NGA,3,有时真不知道怎么出装了,other_uncertain,competence_frustration,有时真不知道怎么出装了,legacy_ai,high,legacy_ai_label_unreviewed,included,51_u3,,legacy AI 标签未人工复核
NGA_0052_U01,NGA_0052,NGA,1,莉莉娅适配的海克斯还少？,other_uncertain,uncertain,莉莉娅适配的海克斯还少？,legacy_ai,low,legacy_ai_label_unreviewed,included,52_u1,,legacy AI 标签未人工复核
NGA_0052_U02,NGA_0052,NGA,2,之所以胜率高就是容易胡。,balance,uncertain,之所以胜率高就是容易胡,legacy_ai,low,legacy_ai_label_unreviewed,included,52_u2,,legacy AI 标签未人工复核
NGA_0052_U03,NGA_0052,NGA,3,所有带 cd 带移速带回血的都适合莉莉娅，,other_uncertain,uncertain,所有带 cd 带移速带回血的都适合莉莉娅，,legacy_ai,low,legacy_ai_label_unreviewed,included,52_u3,,legacy AI 标签未人工复核
NGA_0052_U04,NGA_0052,NGA,4,莉莉娅就是最好胡的 ap 没有之一。,other_uncertain,uncertain,莉莉娅就是最好胡的 ap 没有之一,legacy_ai,low,legacy_ai_label_unreviewed,included,52_u4,,legacy AI 标签未人工复核
NGA_0053_U01,NGA_0053,NGA,1,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,balance,competence_frustration,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,legacy_ai,high,legacy_ai_label_unreviewed,included,53_u1,,legacy AI 标签未人工复核
NGA_0054_U01,NGA_0054,NGA,1,反正我玩莉莉亚都很难受,other_uncertain,uncertain,反正我玩莉莉亚都很难受,legacy_ai,low,legacy_ai_label_unreviewed,included,54_u1,,legacy AI 标签未人工复核
NGA_0054_U02,NGA_0054,NGA,2,对面不是一堆丢子就是一堆控制,balance,competence_frustration,对面不是一堆丢子就是一堆控制,legacy_ai,medium,legacy_ai_label_unreviewed,included,54_u2,,legacy AI 标签未人工复核
NGA_0054_U03,NGA_0054,NGA,3,根本进不去,other_uncertain,uncertain,根本进不去,legacy_ai,low,legacy_ai_label_unreviewed,included,54_u3,,legacy AI 标签未人工复核
NGA_0054_U04,NGA_0054,NGA,4,但是总能赢,other_uncertain,uncertain,但是总能赢,legacy_ai,low,legacy_ai_label_unreviewed,included,54_u4,,legacy AI 标签未人工复核
NGA_0054_U05,NGA_0054,NGA,5,我朋友玩莉莉亚就能遇到正常肉搏局,matchmaking,uncertain,我朋友玩莉莉亚就能遇到正常肉搏局,legacy_ai,low,legacy_ai_label_unreviewed,included,54_u5,,legacy AI 标签未人工复核
NGA_0054_U06,NGA_0054,NGA,6,基本都能爽到,other_uncertain,uncertain,基本都能爽到,legacy_ai,low,legacy_ai_label_unreviewed,included,54_u6,,legacy AI 标签未人工复核
NGA_0055_U01,NGA_0055,NGA,1,莉莉娅胜率取决对面硬控数量和伤害爆发,balance,competence_frustration,胜率取决对面硬控数量和伤害爆发,legacy_ai,medium,legacy_ai_label_unreviewed,included,55_u1,,legacy AI 标签未人工复核
NGA_0055_U02,NGA_0055,NGA,2,技师水平影响有限,other_uncertain,competence_frustration,技师水平影响有限,legacy_ai,medium,legacy_ai_label_unreviewed,included,55_u2,,legacy AI 标签未人工复核
NGA_0055_U03,NGA_0055,NGA,3,硬要说就是要懂对面全脆皮时把自己当丢子玩,other_uncertain,uncertain,硬要说就是要懂对面全脆皮时把自己当丢子玩,legacy_ai,low,legacy_ai_label_unreviewed,included,55_u3,,legacy AI 标签未人工复核
NGA_0055_U04,NGA_0055,NGA,4,没移速海克斯别把自己当法坦,other_uncertain,competence_frustration,没移速海克斯别把自己当法坦,legacy_ai,medium,legacy_ai_label_unreviewed,included,55_u4,,legacy AI 标签未人工复核
NGA_0056_U01,NGA_0056,NGA,1,如果所有法师，算上辅助和射手都算丢子的话，我确实玩不腻，我还就不爱玩战士和坦，顶多玩个宝石、布隆、贝蕾亚，实在没好英雄了捏鼻子选阿木木或者泰坦，其他免谈。,other_uncertain,uncertain,我确实玩不腻，我还就不爱玩战士和坦,legacy_ai,low,legacy_ai_label_unreviewed,included,56_u1,,legacy AI 标签未人工复核
NGA_0056_U02,NGA_0056,NGA,2,说白了，我就膈应心之钢，理由就跟很多玩家膈应亚索和提莫一样，刻板印象。,other_uncertain,uncertain,刻板印象,legacy_ai,low,legacy_ai_label_unreviewed,included,56_u2,,legacy AI 标签未人工复核
NGA_0057_U01,NGA_0057,NGA,1,啊对对对，你开心就好，我不想也没空引战,other_uncertain,trust_communication_gap,我不想也没空引战,legacy_ai,medium,legacy_ai_label_unreviewed,included,57_u1,,legacy AI 标签未人工复核
NGA_0057_U02,NGA_0057,NGA,2,你觉得肉坦就是比丢子强你就玩,balance,uncertain,你觉得肉坦就是比丢子强你就玩,legacy_ai,low,legacy_ai_label_unreviewed,included,57_u2,,legacy AI 标签未人工复核
NGA_0057_U03,NGA_0057,NGA,3,反正我玩我的法师丢子也就为了舒服,other_uncertain,uncertain,反正我玩我的法师丢子也就为了舒服,legacy_ai,low,legacy_ai_label_unreviewed,included,57_u3,,legacy AI 标签未人工复核
NGA_0057_U04,NGA_0057,NGA,4,你觉得是混还是carry，我啥也多不了啥也少不了,other_uncertain,competence_frustration,我啥也多不了啥也少不了,legacy_ai,medium,legacy_ai_label_unreviewed,included,57_u4,,legacy AI 标签未人工复核
NGA_0058_U01,NGA_0058,NGA,1,大法师基兰，打团没人管能恶心死你，给自己挂个大就上来自爆了,balance,uncertain,打团没人管能恶心死你，给自己挂个大就上来自爆了,legacy_ai,low,legacy_ai_label_unreviewed,included,58_u1,,legacy AI 标签未人工复核
NGA_0058_U02,NGA_0058,NGA,2,一波团打的久一点能开出来第三个大,balance,uncertain,一波团打的久一点能开出来第三个大,legacy_ai,low,legacy_ai_label_unreviewed,included,58_u2,,legacy AI 标签未人工复核
NGA_0058_U03,NGA_0058,NGA,3,昨天有一把大法师虚空裂隙，给我炸爽了,other_uncertain,uncertain,给我炸爽了,legacy_ai,low,legacy_ai_label_unreviewed,included,58_u3,,legacy AI 标签未人工复核
NGA_0059_U01,NGA_0059,NGA,1,一直q 速度比死歌的q还快,other_uncertain,competence_frustration,速度比死歌的q还快,legacy_ai,medium,legacy_ai_label_unreviewed,included,59_u1,,legacy AI 标签未人工复核
NGA_0059_U02,NGA_0059,NGA,2,一直晕到死,other_uncertain,uncertain,一直晕到死,legacy_ai,low,legacy_ai_label_unreviewed,included,59_u2,,legacy AI 标签未人工复核
NGA_0060_U01,NGA_0060,NGA,1,可以 真有这2个。。原来是大法师羁绊啊,other_uncertain,uncertain,可以 真有这2个。。原来是大法师羁绊啊,legacy_ai,low,legacy_ai_label_unreviewed,included,60_u1,,legacy AI 标签未人工复核
NGA_0060_U02,NGA_0060,NGA,2,有点恶心啊 晕到死 动不了 跟机关枪似的,other_uncertain,competence_frustration,晕到死 动不了,legacy_ai,medium,legacy_ai_label_unreviewed,included,60_u2,,legacy AI 标签未人工复核
NGA_0061_U01,NGA_0061,NGA,1,大法师，昨天看到个时光带清晰术心想准备15了结果他11级凑到了直接堵对面泉水炸,other_uncertain,uncertain,心想准备15了结果他11级凑到了直接堵对面泉水炸,legacy_ai,low,legacy_ai_label_unreviewed,included,61_u1,,legacy AI 标签未人工复核
NGA_0062_U01,NGA_0062,NGA,1,装备急速发明家，挂个心钢结束不到400层。,other_uncertain,competence_frustration,结束不到400层,legacy_ai,medium,legacy_ai_label_unreviewed,included,62_u1,,legacy AI 标签未人工复核
NGA_0062_U02,NGA_0062,NGA,2,打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,other_uncertain,uncertain,以为自己无敌了的有懂的吗,legacy_ai,low,legacy_ai_label_unreviewed,included,62_u2,,legacy AI 标签未人工复核
NGA_0063_U01,NGA_0063,NGA,1,叠角龙是脑残最多的,other_uncertain,uncertain,叠角龙是脑残最多的,legacy_ai,low,legacy_ai_label_unreviewed,included,63_u1,,legacy AI 标签未人工复核
NGA_0063_U02,NGA_0063,NGA,2,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,other_uncertain,uncertain,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,legacy_ai,low,legacy_ai_label_unreviewed,included,63_u2,,legacy AI 标签未人工复核
NGA_0063_U03,NGA_0063,NGA,3,让个彩出个破心之钢被暴打,other_uncertain,competence_frustration,被暴打,legacy_ai,medium,legacy_ai_label_unreviewed,included,63_u3,,legacy AI 标签未人工复核
