sample_id,platform_source,platform_sequence,window_tag,theme_bucket,reply_type,date,raw_text,public_text,migration_status
BILI_0051,Bili,51,w2,balance_mechanic,recent_reply,,加点坦克的海克斯吧，目前坦克的海克斯就那么几个，强势一点的钢化你心，歌莉娅巨人，慢炖，坦克引擎等等。还有一大堆招笑的，比如控制敌人回血，控制敌人加护甲魔抗的，太弱了这些。目前就是输出海克斯比防御类海克斯多太多，玩坦克大部分很难能拿到适配的海克斯，这种情况下毫无游戏体验。建议加一些减伤的，加双抗的海克斯。,加点坦克的海克斯吧，目前坦克的海克斯就那么几个，强势一点的钢化你心，歌莉娅巨人，慢炖，坦克引擎等等。还有一大堆招笑的，比如控制敌人回血，控制敌人加护甲魔抗的，太弱了这些。目前就是输出海克斯比防御类海克斯多太多，玩坦克大部分很难能拿到适配的海克斯，这种情况下毫无游戏体验。建议加一些减伤的，加双抗的海克斯。,migrated_from_legacy_clean
BILI_0052,Bili,52,w2,hero_experience,recent_reply,,这说的太对了 玩战士坦克纯纯坐牢 你不上队友不上 9个人在丢 你上了团开了 你送了 队友收割 你一个助攻 等级经济全场倒一,这说的太对了 玩战士坦克纯纯坐牢 你不上队友不上 9个人在丢 你上了团开了 你送了 队友收割 你一个助攻 等级经济全场倒一,migrated_from_legacy_clean
BILI_0053,Bili,53,w2,team_interaction,recent_reply,,为什么我不爱玩大乱斗这个模式，就是因为这模式里面的人大部分段位低，只为了自己爽。谁管你厉害不厉害，能不能翻盘，人家不爽就点。要么就是你玩ad坦克不探草，没人保护你。一个一个玩的贼自私。而排位随着段位越高那种沟通和理解能力越来越高，才让我感受到那是一个团队游戏。如果一个游戏的玩家都是自私的，只为了自己爽的。那谁还玩ad，谁还玩辅助。谁愿意牺牲自己体验保护队友发育。谁会把队友当为队友,为什么我不爱玩大乱斗这个模式，就是因为这模式里面的人大部分段位低，只为了自己爽。谁管你厉害不厉害，能不能翻盘，人家不爽就点。要么就是你玩ad坦克不探草，没人保护你。一个一个玩的贼自私。而排位随着段位越高那种沟通和理解能力越来越高，才让我感受到那是一个团队游戏。如果一个游戏的玩家都是自私的，只为了自己爽的。那谁还玩ad，谁还玩辅助。谁愿意牺牲自己体验保护队友发育。谁会把队友当为队友,migrated_from_legacy_clean
BILI_0054,Bili,54,w2,balance_mechanic,recent_reply,,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑。这就导致匹到的神人越来越多。把把感觉家里都有起码一个负作用的人。反倒是海克斯之类的我意见不大。因为我个人操作比较强。只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打。但是应付对面的同时还得防一手队友这种感觉太折磨了。海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事。玩个娱乐模式也像单双一样天天被神人折磨这一点是真的南蚌。,我现在对海斗最大的意见就是这个模式太火了，甚至吸引了一些人回坑和入坑。这就导致匹到的神人越来越多。把把感觉家里都有起码一个负作用的人。反倒是海克斯之类的我意见不大。因为我个人操作比较强。只要对面不是胡到那种闭着眼都能踢死人的地步，我都还能靠操作打一打。但是应付对面的同时还得防一手队友这种感觉太折磨了。海斗也是有elo的，这个东西想必只要玩的多都不会反驳我，一页绿第二天一页红是常有的事。玩个娱乐模式也像单双一样天天被神人折磨这一点是真的南蚌。,migrated_from_legacy_clean
BILI_0055,Bili,55,w2,balance_mechanic,recent_reply,,因为纯纯就是谁运气好谁赢，对于技术好的人来说自己的长处发挥不出来，看着一帮操作很菜的人拿着极致的数值碾压自己肯定不喜欢玩,因为纯纯就是谁运气好谁赢，对于技术好的人来说自己的长处发挥不出来，看着一帮操作很菜的人拿着极致的数值碾压自己肯定不喜欢玩,migrated_from_legacy_clean
BILI_0056,Bili,56,w2,balance_mechanic,recent_reply,,我个人最反感的就是羁绊，我更喜欢各种奇奇妙妙的海克斯组合给的快感而不是搁那祈祷下一个是某一个级别的某个海克斯，而且有些海克斯还不错但有羁绊就导致池子会直接被污染，给我小鱼人发升级收集者这是人吗，这个羁绊系统就应该直接给删了而不是调整,我个人最反感的就是羁绊，我更喜欢各种奇奇妙妙的海克斯组合给的快感而不是搁那祈祷下一个是某一个级别的某个海克斯，而且有些海克斯还不错但有羁绊就导致池子会直接被污染，给我小鱼人发升级收集者这是人吗，这个羁绊系统就应该直接给删了而不是调整,migrated_from_legacy_clean
BILI_0057,Bili,57,w1,balance_mechanic,recent_reply,,坦克海克斯全是些没用的东西，除了血量就是回血。连个双抗海克斯都没有。减伤也只有一个星界。增伤海克斯30%都是烂大街的。,坦克海克斯全是些没用的东西，除了血量就是回血。连个双抗海克斯都没有。减伤也只有一个星界。增伤海克斯30%都是烂大街的。,migrated_from_legacy_clean
BILI_0058,Bili,58,w1,balance_mechanic,recent_reply,,又在这种论调，这里面坦克的好东西已经不少了，你觉得玩的难受无非就是队友只有你一个前排，想轻松1抗5这哪有那么容易，输出位胡了也很难1打5因为容易被秒，基本两个前排互抗拆火，就已经很恶心了。蒙多这种肉的池子干净的呀，把把都是专武局。,又在这种论调，这里面坦克的好东西已经不少了，你觉得玩的难受无非就是队友只有你一个前排，想轻松1抗5这哪有那么容易，输出位胡了也很难1打5因为容易被秒，基本两个前排互抗拆火，就已经很恶心了。蒙多这种肉的池子干净的呀，把把都是专武局。,migrated_from_legacy_clean
BILI_0059,Bili,59,w1,balance_mechanic,op_context,,设计师最破防的一集，疯狂加强海斗坦克，整体胜率却越来越低！,设计师最破防的一集，疯狂加强海斗坦克，整体胜率却越来越低！,migrated_from_legacy_clean
BILI_0060,Bili,60,w1,balance_mechanic,recent_reply,,没真金白银十年很难说出这种理解来。数据不会骗人，并且你的理论有很多错误，叠角龙就算不拿又怎么样，这个海克斯单挂就很厉害了，加上你所说的一系列所谓缺点，胜率还是达到了56，不要再误导大众。胜率做到比我高了再来做视频。,没真金白银十年很难说出这种理解来。数据不会骗人，并且你的理论有很多错误，叠角龙就算不拿又怎么样，这个海克斯单挂就很厉害了，加上你所说的一系列所谓缺点，胜率还是达到了56，不要再误导大众。胜率做到比我高了再来做视频。,migrated_from_legacy_clean
BILI_0061,Bili,61,w1,balance_mechanic,recent_reply,,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,别刻板印象ap女枪弱了，现在拖女枪胜率后腿的是ad女枪，大数据都明明白白告诉你出ap好赢,migrated_from_legacy_clean
BILI_0062,Bili,62,w1,hero_experience,recent_reply,,AP女枪还是可以玩玩，队友没AP选出来玩没问题，就是打肉确实难，要海克斯很糊。,AP女枪还是可以玩玩，队友没AP选出来玩没问题，就是打肉确实难，要海克斯很糊。,migrated_from_legacy_clean
BILI_0063,Bili,63,w1,team_interaction,recent_reply,,成流量俘虏了，视频只有引战带节奏，娱乐性都没了，看的人头大,成流量俘虏了，视频只有引战带节奏，娱乐性都没了，看的人头大,migrated_from_legacy_clean
BILI_0064,Bili,64,w1,balance_mechanic,recent_reply,,升级狂妄就是所有战士刺客保三争二一的海克斯,升级狂妄就是所有战士刺客保三争二一的海克斯,migrated_from_legacy_clean
BILI_0065,Bili,65,w1,balance_mechanic,recent_reply,,坦克之前还能靠自身数值玩一玩，现在丢子各个跑得飞快，还一堆打百分比的，现在玩坦克有点静水监狱那味了,坦克之前还能靠自身数值玩一玩，现在丢子各个跑得飞快，还一堆打百分比的，现在玩坦克有点静水监狱那味了,migrated_from_legacy_clean
BILI_0066,Bili,66,w1,balance_mechanic,recent_reply,,现在池子乱成这样你就玩吧 把把奥恩开局给我来升级无尽 纯恶心人 本来坦克就弱 debuff就多 还刷不到牌 纯恶心人,现在池子乱成这样你就玩吧 把把奥恩开局给我来升级无尽 纯恶心人 本来坦克就弱 debuff就多 还刷不到牌 纯恶心人,migrated_from_legacy_clean
BILI_0067,Bili,67,w1,balance_mechanic,op_context,,为什么说升级狂妄是陷阱；简介用心了,为什么说升级狂妄是陷阱；简介用心了,migrated_from_legacy_clean
BILI_0068,Bili,68,w1,balance_mechanic,recent_reply,,死标题党，我还以为干嘛了，你是害怕没控制的选了会多出几个叠角龙的羁绊污染你海克斯池，我还以为干嘛不能选[疑惑],死标题党，我还以为干嘛了，你是害怕没控制的选了会多出几个叠角龙的羁绊污染你海克斯池，我还以为干嘛不能选[疑惑],migrated_from_legacy_clean
BILI_0069,Bili,69,w1,balance_mechanic,recent_reply,,自己放个神人虚空裂隙和属性叠属性出来，问坦克为什么玩不爽，坦克扛不住虚空裂隙，开团死了又捡不到锻造器，巫妖王玩法全在鼓励当丢子，你说为什么丢子多,自己放个神人虚空裂隙和属性叠属性出来，问坦克为什么玩不爽，坦克扛不住虚空裂隙，开团死了又捡不到锻造器，巫妖王玩法全在鼓励当丢子，你说为什么丢子多,migrated_from_legacy_clean
BILI_0070,Bili,70,w2,team_interaction,recent_reply,,个人经历，单排是真的牢中牢，英雄牢、海克斯牢、队友牢，连败不停。组队的话队友都是自己熟悉的能互相兜底，海克斯也非常胡。,个人经历，单排是真的牢中牢，英雄牢、海克斯牢、队友牢，连败不停。组队的话队友都是自己熟悉的能互相兜底，海克斯也非常胡。,migrated_from_legacy_clean
BILI_0071,Bili,71,w2,team_interaction,op_context,,千万不要单排海克斯！！！！！！如果你还在单排海克斯可以看评论区置顶小群一起玩！！！千万不要单排大乱斗！！！可怜主播的朋友们可以关注三连一下哦~,千万不要单排海克斯！！！！！！如果你还在单排海克斯可以看评论区置顶小群一起玩！！！千万不要单排大乱斗！！！可怜主播的朋友们可以关注三连一下哦~,migrated_from_legacy_clean
BILI_0072,Bili,72,w2,balance_mechanic,recent_reply,,其实没必要在意那些羁绊，毕竟提升都不太大，尽量选这适配英雄的海克斯，骰子羁绊除外,其实没必要在意那些羁绊，毕竟提升都不太大，尽量选这适配英雄的海克斯，骰子羁绊除外,migrated_from_legacy_clean
BILI_0073,Bili,73,w1,team_interaction,recent_reply,,小火龙，塞纳，提莫，猫咪，炸弹人，今天遇到一把ap巨魔扔柱子加猫咪的，一点不想打。想投降也不投，他们四个人开黑的。,小火龙，塞纳，提莫，猫咪，炸弹人，今天遇到一把ap巨魔扔柱子加猫咪的，一点不想打。想投降也不投，他们四个人开黑的。,migrated_from_legacy_clean
BILI_0074,Bili,74,w1,team_interaction,recent_reply,,这把看阵容都想秒了，幸亏几个后排队友虽然英雄垃圾但是开团秒跟,这把看阵容都想秒了，幸亏几个后排队友虽然英雄垃圾但是开团秒跟,migrated_from_legacy_clean
BILI_0075,Bili,75,w1,team_interaction,recent_reply,,看到池子里有提莫豹女巴德这种我都是秒选的，卡到最后一秒再选别的，我宁愿抢不到我想玩的英雄我也不冒队友玩这些死冯英雄的风险,看到池子里有提莫豹女巴德这种我都是秒选的，卡到最后一秒再选别的，我宁愿抢不到我想玩的英雄我也不冒队友玩这些死冯英雄的风险,migrated_from_legacy_clean
BILI_0076,Bili,76,w2,balance_mechanic,recent_reply,,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈。对面开局回归基本功船长瑞兹，小丑瑞文。,普通乱斗用阵容限制胜率，海克斯用阵容加海克斯限制胜率，现在又多个通行证，死都不让你赢了说是，50％控制的死死地，你家永远是炸弹人泽拉斯轮子妈。对面开局回归基本功船长瑞兹，小丑瑞文。,migrated_from_legacy_clean
BILI_0077,Bili,77,w1,team_interaction,recent_reply,,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,受着，喜欢乱出装当怯战蜥蜴恶心队友，队友点你就受着,migrated_from_legacy_clean
BILI_0078,Bili,78,w1,balance_mechanic,recent_reply,,出装还是小事，最离谱的有些人左右脑胡博，玩ap卡莎，海克斯拿双刀流；拿个量子计算不敢雪球突脸，拿了坦克引擎又拿自爆海克斯；只能说还是太有理解了[笑哭],出装还是小事，最离谱的有些人左右脑胡博，玩ap卡莎，海克斯拿双刀流；拿个量子计算不敢雪球突脸，拿了坦克引擎又拿自爆海克斯；只能说还是太有理解了[笑哭],migrated_from_legacy_clean
BILI_0079,Bili,79,w1,balance_mechanic,op_context,,海克斯大乱斗的火爆是否说明人人超模的加法机制才是正道，抗吧热议,海克斯大乱斗的火爆是否说明人人超模的加法机制才是正道，抗吧热议,migrated_from_legacy_clean
BILI_0080,Bili,80,w1,balance_mechanic,recent_reply,,即时游戏，就要有随机性。我操作差，反应慢，就一定赢不了，那我还玩个毛，玩游戏去了。你强，总有比你更强，卷到最后曲高和寡,即时游戏，就要有随机性。我操作差，反应慢，就一定赢不了，那我还玩个毛，玩游戏去了。你强，总有比你更强，卷到最后曲高和寡,migrated_from_legacy_clean
BILI_0081,Bili,81,w1,balance_mechanic,recent_reply,,核心是类似肉鸽的玩法，每局都能有不同的可能性,核心是类似肉鸽的玩法，每局都能有不同的可能性,migrated_from_legacy_clean
BILI_0082,Bili,82,w1,balance_mechanic,recent_reply,,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,还可以整点活儿，比如“兑子”用自己两个海克斯封印对面某人的一个海克斯，趣味性肯定拉满,migrated_from_legacy_clean
BILI_0083,Bili,83,w1,hero_experience,recent_reply,,酸辣粉还低等吗？出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,酸辣粉还低等吗？出个冰杖，三个小技能拉克丝有什么区别，一个直线控制的，一个圆型打伤害的，一个给队友套盾的，已经是软辅里面最像法师的了,migrated_from_legacy_clean
BILI_0084,Bili,84,w2,balance_mechanic,recent_reply,,去看看炉石传说，通行证人家可以4个英雄选一个，没花钱只能2选1。这种逆天的破坏平衡方式都不影响游戏。游戏里面拼的还是技术和运气，赢不赢和你的通行证没关系，只能说提升一下游戏体验,去看看炉石传说，通行证人家可以4个英雄选一个，没花钱只能2选1。这种逆天的破坏平衡方式都不影响游戏。游戏里面拼的还是技术和运气，赢不赢和你的通行证没关系，只能说提升一下游戏体验,migrated_from_legacy_clean
BILI_0085,Bili,85,w1,balance_mechanic,recent_reply,,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,我那把队友的男枪，第一个海克斯一板一眼，直接出了狂妄收集者大穿，后面也没拿到亮剑，神装一点攻速没有，最后还问了一句一板一眼是不是削了，这能崩住的真是人物,migrated_from_legacy_clean
BILI_0086,Bili,86,w1,team_interaction,recent_reply,,海斗一共就三个组成部分，英雄海克斯装备，你海克斯拿对了瞎出装备，根本发挥不出海克斯的优点，然后被对面抽陀螺，队友善意提醒你你还不乐意，那我只能说这种抖m还是去应聘一下人形沙袋吧，那个劲大会更爽,海斗一共就三个组成部分，英雄海克斯装备，你海克斯拿对了瞎出装备，根本发挥不出海克斯的优点，然后被对面抽陀螺，队友善意提醒你你还不乐意，那我只能说这种抖m还是去应聘一下人形沙袋吧，那个劲大会更爽,migrated_from_legacy_clean
BILI_0087,Bili,87,w1,team_interaction,recent_reply,,就怕出装警察自己不会玩还瞎点，真的没空给他打字解释,就怕出装警察自己不会玩还瞎点，真的没空给他打字解释,migrated_from_legacy_clean
BILI_0088,Bili,88,w1,team_interaction,recent_reply,,我想赢，队友瞎出装，我还被喷出装警察。我不想赢，我瞎出装，队友又点我装备。真难侍候呢,我想赢，队友瞎出装，我还被喷出装警察。我不想赢，我瞎出装，队友又点我装备。真难侍候呢,migrated_from_legacy_clean
BILI_0089,Bili,89,w1,balance_mechanic,op_context,,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么？,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么？,migrated_from_legacy_clean
BILI_0090,Bili,90,w1,balance_mechanic,recent_reply,,狂妄并非只有刺客能出，亚恒剑魔这种，控虽然不如个别一身控制的坦克多后续补个扇巴掌真的猛的要命。还是那句话，如果有吸血习性，裁决使，质变棱彩这种何必选升级狂妄。,狂妄并非只有刺客能出，亚恒剑魔这种，控虽然不如个别一身控制的坦克多后续补个扇巴掌真的猛的要命。还是那句话，如果有吸血习性，裁决使，质变棱彩这种何必选升级狂妄。,migrated_from_legacy_clean
BILI_0091,Bili,91,w1,balance_mechanic,recent_reply,,不是升级狂妄恶心，是羁绊恶心，这个版本整个就恶心,不是升级狂妄恶心，是羁绊恶心，这个版本整个就恶心,migrated_from_legacy_clean
BILI_0092,Bili,92,w1,team_interaction,recent_reply,,视频展现《英雄联盟》海克斯模式下的玩家互怼趣事。主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP女枪“爽飞天”却误伤队友，另人笑称“双刀流吃红烧还是香辣？”双方争执间穿插经典梗——“光速融化弹”“积水秒脆皮”，生动还原电竞圈“嘴臭胜过操作”的欢乐窘态。海克斯玩家速逃！双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,视频展现《英雄联盟》海克斯模式下的玩家互怼趣事。主角们疯狂吐槽“毒瘤”阵容：一人狂喜AP女枪“爽飞天”却误伤队友，另人笑称“双刀流吃红烧还是香辣？”双方争执间穿插经典梗——“光速融化弹”“积水秒脆皮”，生动还原电竞圈“嘴臭胜过操作”的欢乐窘态。海克斯玩家速逃！双刀流配香辣才够劲儿，本喵舔屏都能赢你两波~,migrated_from_legacy_clean
BILI_0093,Bili,93,w1,balance_mechanic,recent_reply,,我的建议是把不出重伤的锁死在一起，别放来霍霍别人，这样我们就能既不怕队友恶心自己，又能爽玩钢肉和游龙战士了,我的建议是把不出重伤的锁死在一起，别放来霍霍别人，这样我们就能既不怕队友恶心自己，又能爽玩钢肉和游龙战士了,migrated_from_legacy_clean
BILI_0094,Bili,94,w1,balance_mechanic,op_context,,标题：海克斯乱斗心理学之为什么你的队友不出重伤；简介：AI...它真的....太好用了,标题：海克斯乱斗心理学之为什么你的队友不出重伤；简介：AI...它真的....太好用了,migrated_from_legacy_clean
BILI_0095,Bili,95,w1,hero_experience,recent_reply,,女枪我一般都是走AD的，除非开局给个超凡邪恶,女枪我一般都是走AD的，除非开局给个超凡邪恶,migrated_from_legacy_clean
BILI_0096,Bili,96,w1,balance_mechanic,recent_reply,,扫码设计师怎么想出爆破手这个扫码海克斯的,扫码设计师怎么想出爆破手这个扫码海克斯的,migrated_from_legacy_clean
BILI_0097,Bili,97,w1,team_interaction,recent_reply,,我号单人匹配遇到的，大部分路人都会出重伤。比如你连胜后开始连跪的局，或者30min以上的局，就会遇到讲了一次仍然不出的人，这种就没必要打字沟通了，这局游戏接下来你该考虑是照顾自己的游戏体验，然后怎么恶心这个人，输出位一定要爆爽了，就整收集者影焰狂妄这种狠狠K,我号单人匹配遇到的，大部分路人都会出重伤。比如你连胜后开始连跪的局，或者30min以上的局，就会遇到讲了一次仍然不出的人，这种就没必要打字沟通了，这局游戏接下来你该考虑是照顾自己的游戏体验，然后怎么恶心这个人，输出位一定要爆爽了，就整收集者影焰狂妄这种狠狠K,migrated_from_legacy_clean
BILI_0098,Bili,98,w1,balance_mechanic,recent_reply,,AP女枪是对面四个以上丢子无脑选的，不用看符文，这把对面五个丢子，第一个符文不管啥都直接做AP就对了。,AP女枪是对面四个以上丢子无脑选的，不用看符文，这把对面五个丢子，第一个符文不管啥都直接做AP就对了。,migrated_from_legacy_clean
BILI_0099,Bili,99,w1,balance_mechanic,recent_reply,,那以后出个减益模式，星界躯体-1000血，暗影疾奔用技能减速，一板一眼固定攻速不加攻击力。打到最后成残奥会,那以后出个减益模式，星界躯体-1000血，暗影疾奔用技能减速，一板一眼固定攻速不加攻击力。打到最后成残奥会,migrated_from_legacy_clean
BILI_0100,Bili,100,w1,hero_experience,recent_reply,,玩酸辣粉是对的，这个英雄往上可以出法师，往下可以出辅助，还有开团大招，很好的技能组，就是需要点命中率。相较于那些什么风女？娜美？那些软辅才是用处小的可怜。这提毛还恶人先告状，如果我的队友里有个提莫小火龙，前中期会玩的非常难受，想赢只能靠后期对面装B不拆反一波，我都不知道见了多少把了，一个个爱玩个B小火龙，跟区一样在地上蠕动,玩酸辣粉是对的，这个英雄往上可以出法师，往下可以出辅助，还有开团大招，很好的技能组，就是需要点命中率。相较于那些什么风女？娜美？那些软辅才是用处小的可怜。这提毛还恶人先告状，如果我的队友里有个提莫小火龙，前中期会玩的非常难受，想赢只能靠后期对面装B不拆反一波，我都不知道见了多少把了，一个个爱玩个B小火龙，跟区一样在地上蠕动,migrated_from_legacy_clean
BILI_0101,Bili,101,w2,balance_mechanic,recent_reply,,普通大乱斗拍进去了队友问怎么这把选不了海克斯,普通大乱斗拍进去了队友问怎么这把选不了海克斯,migrated_from_legacy_clean
BILI_0102,Bili,102,w2,balance_mechanic,recent_reply,,前一把打的坑一点，上来就安排了个爽局 海克斯阵容都是完全碾压对面 感觉就是系统故意的,前一把打的坑一点，上来就安排了个爽局 海克斯阵容都是完全碾压对面 感觉就是系统故意的,migrated_from_legacy_clean
BILI_0103,Bili,103,w2,fairness_attribution,recent_reply,,问题是什么，海克斯大乱斗本身他就不公平，举个例子你拿了45678顺子，碰瓷对面王炸可能吗，这不是一次性的，人家是一直出王炸，你只能出顺子，不投等着受窝囊吗？,问题是什么，海克斯大乱斗本身他就不公平，举个例子你拿了45678顺子，碰瓷对面王炸可能吗，这不是一次性的，人家是一直出王炸，你只能出顺子，不投等着受窝囊吗？,migrated_from_legacy_clean
BILI_0104,Bili,104,w2,team_interaction,recent_reply,,反正我海克斯的时候，只要队友点投降，哪怕我糊烂了我也点同意，从不点否,反正我海克斯的时候，只要队友点投降，哪怕我糊烂了我也点同意，从不点否,migrated_from_legacy_clean
BILI_0105,Bili,105,w2,balance_mechanic,recent_reply,,我只希望这游戏赶紧把收集者这装备删了，我现在打大乱斗评论每局能遇到两个无脑收集者的队友，跟着坐牢太恶心了,我只希望这游戏赶紧把收集者这装备删了，我现在打大乱斗评论每局能遇到两个无脑收集者的队友，跟着坐牢太恶心了,migrated_from_legacy_clean
BILI_0106,Bili,106,w2,balance_mechanic,recent_reply,,1. 羁绊随你自己！你想凑就凑，不凑随意！ 2. 海克斯通行证玩得多迟早全部解锁！ 3. 本来就是靠运气天胡 4. 坦克英雄飞身踢不爽吗？现在对面有飞身踢，绝不往后拖,1. 羁绊随你自己！你想凑就凑，不凑随意！ 2. 海克斯通行证玩得多迟早全部解锁！ 3. 本来就是靠运气天胡 4. 坦克英雄飞身踢不爽吗？现在对面有飞身踢，绝不往后拖,migrated_from_legacy_clean
BILI_0107,Bili,107,w2,balance_mechanic,recent_reply,,云顶刷到合适不合适的海克斯还能改阵容，你大乱斗6个海克斯没一个适配的，你就是玩不了，要不你就改成坦克池海克斯，射手海克斯池,云顶刷到合适不合适的海克斯还能改阵容，你大乱斗6个海克斯没一个适配的，你就是玩不了，要不你就改成坦克池海克斯，射手海克斯池,migrated_from_legacy_clean
BILI_0108,Bili,108,w2,balance_mechanic,recent_reply,,原因就是丢子适配的海克斯太多了。坦克来来回回就那么2个。遇到丢子哪怕赢了也是玩的恶心,原因就是丢子适配的海克斯太多了。坦克来来回回就那么2个。遇到丢子哪怕赢了也是玩的恶心,migrated_from_legacy_clean
BILI_0109,Bili,109,w2,hero_experience,op_context,,海斗变味了？4 个体验变差的原因，最后一个是大部分玩家的痛,海斗变味了？4 个体验变差的原因，最后一个是大部分玩家的痛,migrated_from_legacy_clean
BILI_0110,Bili,110,w2,balance_mechanic,recent_reply,,海克斯凑羁绊之后又全是丢子了，新加的海克斯90%都是丢子比近战适配更高。羁绊海克斯新幻神 时光老头，拿到魔法师羁绊，近战可以不用玩了。,海克斯凑羁绊之后又全是丢子了，新加的海克斯90%都是丢子比近战适配更高。羁绊海克斯新幻神 时光老头，拿到魔法师羁绊，近战可以不用玩了。,migrated_from_legacy_clean
BILI_0111,Bili,111,w2,balance_mechanic,op_context,,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗？,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗？,migrated_from_legacy_clean
BILI_0112,Bili,112,w2,balance_mechanic,recent_reply,,评论区一堆神人真给我整笑了，永远是对面领先自己，那有没有可能，你的队友和你也会领先对面呢？那时候你会留300块不用吗？最好笑的是在高手手里这个影响很大，推荐你去看一个主播，以前blg左手的替补阿黑路西，现在叫小胡，去看看他韩服乱杀的视频，再看看他这几天玩海斗的视频。影响平衡吗？影响。至于有多影响，只能说越dinner的人影响越大,评论区一堆神人真给我整笑了，永远是对面领先自己，那有没有可能，你的队友和你也会领先对面呢？那时候你会留300块不用吗？最好笑的是在高手手里这个影响很大，推荐你去看一个主播，以前blg左手的替补阿黑路西，现在叫小胡，去看看他韩服乱杀的视频，再看看他这几天玩海斗的视频。影响平衡吗？影响。至于有多影响，只能说越dinner的人影响越大,migrated_from_legacy_clean
BILI_0113,Bili,113,w2,balance_mechanic,op_context,,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗！上期视频说海斗好玩，结果更新完就打脸了！拳头直接拉了一波大的！设计师还我海斗！,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗！上期视频说海斗好玩，结果更新完就打脸了！拳头直接拉了一波大的！设计师还我海斗！,migrated_from_legacy_clean
BILI_0114,Bili,114,w2,hero_experience,recent_reply,,从海克斯大乱斗出来到现在唯一一把玩的普通大乱斗是点错了,从海克斯大乱斗出来到现在唯一一把玩的普通大乱斗是点错了,migrated_from_legacy_clean
BILI_0115,Bili,115,w2,balance_mechanic,recent_reply,,海克斯大乱斗真的凉了，我今早四点多排，居然排了十几秒才排到,海克斯大乱斗真的凉了，我今早四点多排，居然排了十几秒才排到,migrated_from_legacy_clean
BILI_0116,Bili,116,w2,balance_mechanic,recent_reply,,本质赌博游戏，开始玩的爽，玩多了系统开始宰猪，随垃圾英雄，随垃圾海克斯，固定流程,本质赌博游戏，开始玩的爽，玩多了系统开始宰猪，随垃圾英雄，随垃圾海克斯，固定流程,migrated_from_legacy_clean
BILI_0117,Bili,117,w2,team_interaction,recent_reply,,因为只是玩游戏的。没人陪你自我感动上演坐牢二十分钟逆风翻盘的对局，影响心情。,因为只是玩游戏的。没人陪你自我感动上演坐牢二十分钟逆风翻盘的对局，影响心情。,migrated_from_legacy_clean
BILI_0118,Bili,118,w2,team_interaction,recent_reply,,对面一直虐泉不推，队友还不点，这种我真是理解不了一点,对面一直虐泉不推，队友还不点，这种我真是理解不了一点,migrated_from_legacy_clean
BILI_0119,Bili,119,w2,team_interaction,recent_reply,,这种被虐泉还不点的队友，比对面还恶心，其实你只要不参团不清线，在他们旁边看戏，反正他们也打不过对面，要不了多久水晶就被小兵推了，大乱斗兵线刷新很快的,这种被虐泉还不点的队友，比对面还恶心，其实你只要不参团不清线，在他们旁边看戏，反正他们也打不过对面，要不了多久水晶就被小兵推了，大乱斗兵线刷新很快的,migrated_from_legacy_clean
BILI_0120,Bili,120,w2,team_interaction,recent_reply,,大乱斗玩多了就知道了，开局就能预测到结果。而且有些人并不是全能的，玩某些英雄很捞，你不要以为队友能扶起来，他每一波团战都在混，你c不起来就赶紧点了。,大乱斗玩多了就知道了，开局就能预测到结果。而且有些人并不是全能的，玩某些英雄很捞，你不要以为队友能扶起来，他每一波团战都在混，你c不起来就赶紧点了。,migrated_from_legacy_clean
