id,parent_id,unit_text,surface_topic,reason_short,mechanism_label,confidence,evidence_phrase,raw_text
35_u1,35,看了眼自己战绩，感觉自己拿到飞机不说把c也是把爽杀，我感觉玩飞机就一个理念问题，你W怎么交？,other_uncertain,Feedback discusses gameplay strategy for a specific character without clearly fitting any allowed topic.,competence_frustration,medium,我感觉玩飞机就一个理念问题，你W怎么交？,
35_u2,35,我是主E副W的加点法，Q又慢伤害不高，我是拿来当耀光触发器的，W从来都是要么横着交被揍的队友方向拦人，要么雪球中对面的人后确定对面控制手没盯着直接开E二段雪球再W向后排或者人最多的位置。,other_uncertain,Feedback describes personal gameplay strategy without clear match to allowed labels.,competence_frustration,medium,Q又慢伤害不高,
35_u3,35,装备第一件除非对面肉、回血怪大于2，必定是收集者，没几个AD有E和W这种每秒多段判定伤害的办法了，这就是和对面AD对撸的底气，收集者秒判定秒杀太强了。,balance,Feedback discusses the perceived overpowered strength of a specific item (Collector) in combat situations.,competence_frustration,medium,这就是和对面AD对撸的底气，收集者秒判定秒杀太强了,
35_u4,35,另外就是升级无尽了那首选肯定无尽啊。,other_uncertain,"The text mentions upgrading and preference for 'endless' mode, but lacks clear context for specific allowed labels.",uncertain,low,升级无尽了那首选肯定无尽啊,
35_u5,35,第二件先跟着挂一件耀光，彩局做大穿，金局做无尽，对面有回血怪就再挂个800减治疗再出别的。,other_uncertain,The feedback discusses specific in-game item builds and strategies without clearly aligning with any allowed topic.,uncertain,low,,
35_u6,35,第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的。,other_uncertain,The feedback discusses in-game item choices without clearly matching any allowed topic.,uncertain,low,第三件肯定是大穿/无尽，除非对面太肉无尽换破败之类的,
35_u7,35,之后暴击不满补c44，暴击满了按需求补防装/饮血。,other_uncertain,The feedback discusses in-game item choices without clearly matching any allowed topic.,uncertain,low,之后暴击不满补c44，暴击满了按需求补防装/饮血。,
35_u8,35,要说后面不好赢也是真的，杀太多了啊都会被针对,balance,"The feedback discusses difficulty in winning due to being targeted after many kills, which relates to game balance issues.",fairness_threat,medium,都会被针对,
35_u9,35,比如输的那局，对面尤里卡提莫，我被单防了,balance,The feedback describes a specific gameplay situation where a character or ability felt overpowered or unfair.,competence_frustration,medium,我被单防了,
36_u1,36,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力。,other_uncertain,Feedback describes gameplay experience without clear match to allowed labels.,uncertain,low,最爱的队友之一，能缓解兵线压力，还能防对面刺客，往前一跑就是给对面核心压力,
36_u2,36,最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。,balance,"The feedback discusses hero performance and behavior in matches, which relates to game balance.",uncertain,low,最关键的还是这英雄路人拿就没有懦的，再劣势也敢往前跑背人过来。,
36_u3,36,野排遇到四个怂货的概率太高，只敢闪现抢丝血人头，有个辛吉德能改善很多,matchmaking,Feedback focuses on random matchmaking experiences with teammates.,competence_frustration,medium,野排遇到四个怂货的概率太高，只敢闪现抢丝血人头,
37_u1,37,这个胜率和选取率就决定了这英雄不会是什么必须要会玩才有用的英雄。,balance,The feedback discusses win rate and pick rate as indicators of a hero's effectiveness and necessity.,competence_frustration,medium,不会是什么必须要会玩才有用的英雄,
37_u2,37,除非数据作假，否则就是炼金的价值在你还没理解的地方。,other_uncertain,The feedback discusses potential data manipulation and unclear value of a game element without specifying a clear topic from the allowed labels.,competence_frustration,medium,在你还没理解的地方,
37_u3,37,很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,other_uncertain,The feedback discusses champion comparisons without clearly fitting any specific allowed label.,uncertain,low,很多人知道死歌对兵线的影响力，但不知道炼金的影响力不比死歌差。,
38_u1,38,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃。,balance,The feedback discusses character strength and skill effectiveness.,uncertain,low,海斗炼金非常强，因为它所有技能都是神技，而且法师坦克海克斯双吃,
38_u2,38,重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出。,other_uncertain,Feedback discusses specific in-game item choices and strategies without clear alignment to defined topics.,uncertain,low,重点是别出时光，眼泪速通冰杖，冰杖寒冬双核补防装，面具非顺风或者有适配海克斯也不出,
38_u3,38,永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。,other_uncertain,The feedback contains unclear game-specific terminology and references that don't map to any allowed label.,uncertain,low,永远记住q等于火男吃啥你吃啥，火男吃不动得你都能吃，安妮肩上恶魔到不详契约都能吃满。,
38_u4,38,带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限。,balance,The feedback discusses character abilities and game mechanics affecting combat outcomes.,uncertain,low,带缚地克一切战士，而且触发大部分坦克海克斯比如控制加血上限，胶水粘几个等于控几个等于加几次血上限,
38_u5,38,e强制位移可以背脆皮进人堆可以背战士出去，e到w上满级缚地快两秒等于宣判死刑。,balance,Feedback discusses ability mechanics and their impact on gameplay fairness.,competence_frustration,high,等于宣判死刑,
38_u6,38,r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了。,balance,The feedback discusses character abilities and their impact on gameplay balance.,uncertain,low,r不但加大量坦度还给重伤所以炼金不用做重伤打团开大毒一圈就得了,
38_u7,38,拿海克斯优先移动速度冷却坦度之类的，炼金多站一秒输出都会增加许多，炼金跑的越快对面血头大，不会控毒就打团开q别关有寒冬不缺蓝，非特殊情况不出刚。,other_uncertain,Feedback discusses specific gameplay mechanics and item choices without clearly fitting any defined topic.,competence_frustration,medium,不会控毒就打团开q别关,
39_u1,39,你该不会是玩拉克丝被w缚地然后吃个雪球被背回去杀破防了吧。,other_uncertain,"The feedback appears to be a personal taunt or joke about a specific gameplay situation, not clearly addressing any of the allowed topics.",competence_frustration,medium,被背回去杀破防了吧,
39_u2,39,倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。,balance,The feedback discusses strategic value and trade-offs between heroes in gameplay.,uncertain,low,倒不如说如果一个炼金总盯着你背，你们队应该挺好赢的，下等马能换掉对面一个很有用的英雄。,
39_u3,39,就哪怕是上面说的那种开团的炼金，都基本能稳定换掉对面一个c，对单核阵容真的是毁灭打击，如果有开团前排让炼金打第二进场那很有可能炼金还能混个火。,balance,The feedback discusses the effectiveness of a specific character against certain team compositions.,competence_frustration,medium,对单核阵容真的是毁灭打击,
39_u4,39,不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。,balance,The feedback discusses how different game elements (海克斯) affect gameplay viability and power levels.,uncertain,low,不挑海克斯，胡了很厉害普通海克斯也能玩，适配蛮多海克斯。,
39_u5,39,以后秀理解问英雄的时候先去掌盟看眼胜率，胜率不会骗人。,other_uncertain,The feedback mentions checking win rates for heroes but doesn't clearly align with specific allowed topics like balance or matchmaking.,competence_frustration,medium,胜率不会骗人,
40_u1,40,玩坦克的爽点在于自己很硬对面拿你没办法,balance,The feedback discusses tank gameplay feeling powerful and difficult for opponents to counter.,competence_frustration,medium,自己很硬对面拿你没办法,
40_u2,40,然而大部分心之钢加狂徒的出装只能让自己血条看起来厚，对面还是随便融化,balance,The feedback discusses item effectiveness and character survivability against opponents.,competence_frustration,medium,对面还是随便融化,
41_u1,41,半夜打了一局，中期有点处理不掉韦鲁斯，结果对面一直不推，宁愿送泉水也要继续玩，输了好几波团终于迎来一次反推的机会，我抬到韦鲁斯队友集火把他给秒了，直接一波了。,other_uncertain,Feedback describes a specific gameplay experience without clear alignment to allowed topics.,competence_frustration,medium,中期有点处理不掉韦鲁斯,
41_u2,41,所以这就是宁愿输也要爽吗？我体会不到爽点,other_uncertain,The feedback expresses frustration about game enjoyment but doesn't clearly align with specific allowed topics.,uncertain,low,我体会不到爽点,
42_u1,42,炸弹人有一版我记得是80%伤害 120%承伤 -20cd 结果就是狗都不玩 完全打不动人 清不动线 一碰就碎,balance,Feedback discusses character stats and effectiveness in combat.,competence_frustration,high,完全打不动人 清不动线 一碰就碎,
42_u2,42,然后回调了8%伤害变成88%造成伤害就勉强能玩了,balance,Feedback discusses damage percentage adjustments affecting gameplay viability.,competence_frustration,medium,勉强能玩了,
42_u3,42,你给火男75%造成伤害那我建议不如删了,balance,Feedback criticizes a specific character's damage output as unbalanced.,competence_frustration,medium,你给火男75%造成伤害那我建议不如删了,
43_u1,43,这我真爽过，不过几年前了,other_uncertain,The feedback expresses a vague positive memory without clear connection to specific game aspects.,uncertain,low,这我真爽过，不过几年前了,
43_u2,43,露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯,other_uncertain,The feedback describes a specific team composition in gameplay without clearly indicating a surface topic from the allowed labels.,uncertain,low,露露+酸辣粉+娜美+丁真，四软辅保我一个金克斯,
43_u3,43,对面什么阵容忘了,other_uncertain,The feedback is too vague to determine a specific topic.,uncertain,low,对面什么阵容忘了,
43_u4,43,前期没伤害只能清线撑到两件套就基本都是站撸了,balance,The feedback discusses character power progression and combat effectiveness during early game phases.,competence_frustration,medium,前期没伤害只能清线撑到两件套,
43_u5,43,盾根本打不掉,balance,"The feedback mentions shields being too difficult to destroy, which relates to game balance.",competence_frustration,high,盾根本打不掉,
44_u1,44,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个。,other_uncertain,The feedback describes personal performance in a match without clearly indicating a specific surface topic from the allowed labels.,competence_frustration,medium,我感觉这把如果持续下去，我最起码能杀七八十个，这局就15分钟我杀了51个,
44_u2,44,然后，怕后期对面装备起来了，我的装备没优势了，打不过，我就赶紧推了。,balance,"The feedback expresses concern about equipment advantage diminishing over time, which relates to game balance mechanics.",competence_frustration,medium,怕后期对面装备起来了，我的装备没优势了，打不过,
44_u3,44,如果一直拖到个20多分钟、25分钟。感觉我能杀更多，但这样子估计就不好赢。,other_uncertain,Feedback discusses game duration and winning conditions without clearly matching any specific allowed label.,competence_frustration,medium,感觉我能杀更多，但这样子估计就不好赢,
45_u1,45,就是垃圾 打10把能1把锻体局么？,matchmaking,"The user complains about matchmaking quality, specifically the low frequency of balanced matches.",competence_frustration,high,打10把能1把锻体局么？,
45_u2,45,现在很多时候15级都到不了就被推平了 或者点了,balance,The feedback discusses game balance issues related to early-game progression and match outcomes.,competence_frustration,medium,15级都到不了就被推平了,
45_u3,45,而且就算到了锻体局 那点数值也不够看啊，你要累加起来 就要多次锻体，而都多次锻体了 早就互相秒了，比的是先手 那点多的数值 作用不大。,balance,"The feedback discusses numerical values and their effectiveness in gameplay, which relates to game balance.",competence_frustration,high,那点数值也不够看啊,
45_u4,45,如果装备加成多给几倍，锻体正常 那还有点说法，现在正常帽子装加那点属性 有屁用,balance,"The feedback criticizes the effectiveness of equipment attributes, which relates to game balance.",competence_frustration,high,有屁用,
45_u5,45,到了锻体 都是大后期了 基本上都是互相秒了 那时候输出早就溢出了，比的就是先手,balance,"The feedback discusses late-game combat mechanics where characters can instantly defeat each other, indicating concerns about game balance.",competence_frustration,medium,比的就是先手,
45_u6,45,这海克斯垃圾就在于 他是纯数值的 但是前期又没数值，后期能感受点数值的时候 数值已经早就溢出了~,balance,Feedback discusses numerical balance issues with a game mechanic.,competence_frustration,high,前期又没数值，后期能感受点数值的时候 数值已经早就溢出了,
46_u1,46,4叠中叠/4金币 打到15分钟 我最多一次是38层 普遍一局下来有个10层都算不错了。,other_uncertain,The feedback describes gameplay statistics without clearly matching any specific allowed label.,competence_frustration,high,普遍一局下来有个10层都算不错了,
46_u2,46,15分钟20000左右经济6神，再7000经济锻10次 也没有多少属性法强 太偏后期了,balance,Feedback discusses late-game economic scaling and attribute gains.,competence_frustration,medium,太偏后期了,
47_u1,47,80 120差不多了，火男在海斗太容易胡了,balance,The feedback discusses character strength and win conditions in a specific game mode.,fairness_threat,medium,火男在海斗太容易胡了,
47_u2,47,彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒,other_uncertain,The feedback text contains unclear game terminology without clear context for classification.,uncertain,low,彩色的导管 虚空裂隙 ，金色的魔法飞弹易损，银色的冰寒,
47_u3,47,别的英雄可能就1-2个顶级适配符文，拿不到就是普通强度,balance,The feedback discusses hero strength differences based on access to specific runes.,fairness_threat,medium,拿不到就是普通强度,
47_u4,47,但火男什么局都有不少符文可以选,other_uncertain,The feedback mentions character availability but doesn't clearly align with specific allowed topics.,uncertain,low,但火男什么局都有不少符文可以选,
48_u1,48,是个法师都能无脑拿，选到虚空裂隙操作难度直接下降 50%，随便放放技能就被裂隙炸死了,balance,"Feedback criticizes a specific ability (Void Rift) as being too powerful and easy to use, reducing game difficulty.",competence_frustration,high,操作难度直接下降 50%,
48_u2,48,娜美拿个虚空裂隙能秒人还有王法吗？,balance,The feedback criticizes a character's ability to instantly defeat opponents as unbalanced.,fairness_threat,medium,娜美拿个虚空裂隙能秒人还有王法吗？,
48_u3,48,我玩个赛娜，对面冰女+萨勒芬妮两个裂隙，前期随便吃两个技能直接死,balance,The player describes a perceived imbalance where specific champion combinations feel too powerful in early game.,competence_frustration,high,前期随便吃两个技能直接死,
48_u4,48,还好我上来选了个巨人杀手，后期通过巨人杀手+岚切加速+E 加速+疾跑才能躲开这个裂隙,other_uncertain,Feedback describes specific gameplay mechanics without clear alignment to defined topics.,competence_frustration,medium,才能躲开这个裂隙,
48_u5,48,对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,balance,The feedback discusses the relative difficulty and strategic considerations between players with and without a specific game mechanic.,fairness_threat,medium,对面的人只要走走位把虚空裂隙全躲了就行了，拿到虚空裂隙的人要考虑的就很多了,
49_u1,49,之前排到对面一个火男拿了虚空裂隙。我是乌迪尔。我直接AP找火男自爆。他一出来就被我RR，加上海克斯固定1换1，那一把裂隙打完就4000，全是我身上打的。,other_uncertain,Feedback describes a specific gameplay interaction without clear alignment to allowed topics.,competence_frustration,medium,我直接AP找火男自爆,
49_u2,49,不过裂隙确实强度很高。下版本得削。,balance,The feedback discusses the high strength of a game element and suggests it needs to be reduced in the next version.,competence_frustration,medium,裂隙确实强度很高。下版本得削。,
49_u3,49,裂隙阿木木裂隙卡特玩过不笑出来真得查一下抑郁症了。,other_uncertain,The feedback contains unclear references and does not clearly align with any specific allowed topic.,uncertain,low,玩过不笑出来真得查一下抑郁症了,
50_u1,50,只要有点范围伤害的ap出个法穿鞋裂隙触发就三分之一血没了,balance,Feedback describes a perceived imbalance in damage output from specific items and abilities.,competence_frustration,medium,三分之一血没了,
50_u2,50,而且裂隙好像打一个人两次也能触发？,other_uncertain,The feedback mentions a game mechanic interaction but doesn't clearly align with any specific allowed topic.,uncertain,low,而且裂隙好像打一个人两次也能触发？,
50_u3,50,前期的神，和量子计算一桌但比量子计算更恶心,other_uncertain,The feedback contains ambiguous references to game elements without clear connection to specific allowed topics.,competence_frustration,medium,比量子计算更恶心,
50_u4,50,至少量子能被骗出来cd,other_uncertain,"The feedback text is in Chinese and unclear in context, making it difficult to determine a specific surface topic.",uncertain,low,至少量子能被骗出来cd,
51_u1,51,所以AP大后期打肉就这样出装吗,other_uncertain,The feedback discusses specific gameplay strategy without clearly matching any allowed label.,uncertain,low,所以AP大后期打肉就这样出装吗,
51_u2,51,我最近的局经常对面2，3个大肉到中后期我们这边就打不动的,balance,"Feedback describes difficulty fighting against tanky opponents in late game, indicating perceived imbalance in character strength or match dynamics.",competence_frustration,medium,我们这边就打不动的,
51_u3,51,有时真不知道怎么出装了,other_uncertain,Feedback about in-game item selection without clear match to specific allowed labels.,competence_frustration,high,有时真不知道怎么出装了,
52_u1,52,莉莉娅适配的海克斯还少？,other_uncertain,"The feedback mentions a specific champion and unclear game element, not clearly matching allowed labels.",uncertain,low,莉莉娅适配的海克斯还少？,
52_u2,52,之所以胜率高就是容易胡。,balance,"The feedback discusses win rates and ease of winning, which relates to game balance.",uncertain,low,之所以胜率高就是容易胡,
52_u3,52,所有带 cd 带移速带回血的都适合莉莉娅，,other_uncertain,The feedback discusses character/item suitability without clearly matching any specific allowed topic.,uncertain,low,所有带 cd 带移速带回血的都适合莉莉娅，,
52_u4,52,莉莉娅就是最好胡的 ap 没有之一。,other_uncertain,The feedback mentions a character's performance but doesn't clearly align with specific allowed topics.,uncertain,low,莉莉娅就是最好胡的 ap 没有之一,
53_u1,53,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,balance,Feedback discusses optimal equipment choices and timing strategies in gameplay.,competence_frustration,high,现在应该怎么玩 打了几局感觉先憋大招cd装备不如出即时战力装能打 不先做大团又憋不出大,
54_u1,54,反正我玩莉莉亚都很难受,other_uncertain,Feedback expresses general discomfort with a character without specifying a clear surface topic.,uncertain,low,反正我玩莉莉亚都很难受,
54_u2,54,对面不是一堆丢子就是一堆控制,balance,The feedback criticizes the composition of opposing teams as being dominated by specific character types.,competence_frustration,medium,对面不是一堆丢子就是一堆控制,
54_u3,54,根本进不去,other_uncertain,The feedback is too vague to determine a specific surface topic.,uncertain,low,根本进不去,
54_u4,54,但是总能赢,other_uncertain,The feedback text is too vague to determine a specific surface topic from the allowed labels.,uncertain,low,但是总能赢,
54_u5,54,我朋友玩莉莉亚就能遇到正常肉搏局,matchmaking,The feedback mentions encountering normal melee matches when playing a specific champion.,uncertain,low,我朋友玩莉莉亚就能遇到正常肉搏局,
54_u6,54,基本都能爽到,other_uncertain,The feedback is too vague to determine a specific surface topic.,uncertain,low,基本都能爽到,
55_u1,55,莉莉娅胜率取决对面硬控数量和伤害爆发,balance,The feedback discusses how a character's win rate is affected by specific game mechanics.,competence_frustration,medium,胜率取决对面硬控数量和伤害爆发,
55_u2,55,技师水平影响有限,other_uncertain,The feedback is too vague to confidently assign to any specific allowed label.,competence_frustration,medium,技师水平影响有限,
55_u3,55,硬要说就是要懂对面全脆皮时把自己当丢子玩,other_uncertain,The feedback discusses gameplay strategy without clearly fitting any specific allowed label.,uncertain,low,硬要说就是要懂对面全脆皮时把自己当丢子玩,
55_u4,55,没移速海克斯别把自己当法坦,other_uncertain,The feedback contains unclear terminology and lacks specific context for classification.,competence_frustration,medium,没移速海克斯别把自己当法坦,
56_u1,56,如果所有法师，算上辅助和射手都算丢子的话，我确实玩不腻，我还就不爱玩战士和坦，顶多玩个宝石、布隆、贝蕾亚，实在没好英雄了捏鼻子选阿木木或者泰坦，其他免谈。,other_uncertain,Feedback expresses personal hero preferences without clear connection to specific game systems.,uncertain,low,我确实玩不腻，我还就不爱玩战士和坦,
56_u2,56,说白了，我就膈应心之钢，理由就跟很多玩家膈应亚索和提莫一样，刻板印象。,other_uncertain,Feedback expresses dislike for a specific game element without clear categorization.,uncertain,low,刻板印象,
57_u1,57,啊对对对，你开心就好，我不想也没空引战,other_uncertain,"The feedback is sarcastic and ambiguous, not clearly related to any specific allowed topic.",trust_communication_gap,medium,我不想也没空引战,
57_u2,57,你觉得肉坦就是比丢子强你就玩,balance,The feedback discusses perceived strength differences between character types (tanks vs. ranged damage dealers).,uncertain,low,你觉得肉坦就是比丢子强你就玩,
57_u3,57,反正我玩我的法师丢子也就为了舒服,other_uncertain,The feedback expresses personal playstyle preference without clear connection to specific allowed topics.,uncertain,low,反正我玩我的法师丢子也就为了舒服,
57_u4,57,你觉得是混还是carry，我啥也多不了啥也少不了,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,我啥也多不了啥也少不了,
58_u1,58,大法师基兰，打团没人管能恶心死你，给自己挂个大就上来自爆了,balance,The feedback describes a character ability that is perceived as overpowered or frustrating in team fights.,uncertain,low,打团没人管能恶心死你，给自己挂个大就上来自爆了,
58_u2,58,一波团打的久一点能开出来第三个大,balance,"The feedback discusses the frequency of ultimate ability usage in team fights, which relates to game balance mechanics.",uncertain,low,一波团打的久一点能开出来第三个大,
58_u3,58,昨天有一把大法师虚空裂隙，给我炸爽了,other_uncertain,Feedback describes a positive gameplay experience without clear connection to specific allowed topics.,uncertain,low,给我炸爽了,
59_u1,59,一直q 速度比死歌的q还快,other_uncertain,The feedback references specific game mechanics without clear context for classification.,competence_frustration,medium,速度比死歌的q还快,
59_u2,59,一直晕到死,other_uncertain,The feedback text is too vague to determine a specific surface topic.,uncertain,low,一直晕到死,
60_u1,60,可以 真有这2个。。原来是大法师羁绊啊,other_uncertain,The feedback mentions game mechanics but doesn't clearly align with any specific allowed label.,uncertain,low,可以 真有这2个。。原来是大法师羁绊啊,
60_u2,60,有点恶心啊 晕到死 动不了 跟机关枪似的,other_uncertain,Feedback describes a negative gameplay experience but does not clearly match any specific allowed topic.,competence_frustration,medium,晕到死 动不了,
61_u1,61,大法师，昨天看到个时光带清晰术心想准备15了结果他11级凑到了直接堵对面泉水炸,other_uncertain,The feedback describes a specific gameplay situation with unclear connection to the allowed labels.,uncertain,low,心想准备15了结果他11级凑到了直接堵对面泉水炸,
62_u1,62,装备急速发明家，挂个心钢结束不到400层。,other_uncertain,The feedback mentions specific game mechanics but doesn't clearly align with any allowed topic.,competence_frustration,medium,结束不到400层,
62_u2,62,打到第15分钟的局点自己第四个海克斯是叠角龙以为自己无敌了的有懂的吗。,other_uncertain,The feedback mentions gameplay mechanics but doesn't clearly align with specific allowed labels.,uncertain,low,以为自己无敌了的有懂的吗,
63_u1,63,叠角龙是脑残最多的,other_uncertain,The feedback contains a general insult about players without clear connection to specific game systems.,uncertain,low,叠角龙是脑残最多的,
63_u2,63,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,other_uncertain,The feedback mentions specific game elements but doesn't clearly align with any allowed topic labels.,uncertain,low,经常有人拿个踢踏舞和物法就为了凑那个银色羁绊,
63_u3,63,让个彩出个破心之钢被暴打,other_uncertain,The feedback contains unclear game-specific terminology that doesn't clearly map to any allowed label.,competence_frustration,medium,被暴打,
64_u1,64,我说句不好听的肉拉斯和AP拉斯就胜率来说谁也别说谁，影焰47%心之钢46%胜率的英雄罢了,balance,Feedback discusses hero win rates and performance comparisons.,competence_frustration,medium,影焰47%心之钢46%胜率的英雄罢了,
64_u2,64,而且看数据海斗玩爆杀流塞拉斯的虽然胜率高，但也没有特别高,other_uncertain,The feedback discusses a specific champion's performance but doesn't clearly align with any allowed surface topic labels.,uncertain,low,看数据海斗玩爆杀流塞拉斯的虽然胜率高，但也没有特别高,
64_u3,64,可出场率被刚裂隙无终这套肉拉斯爆了倍不止,balance,Feedback discusses character performance imbalance in combat.,competence_frustration,medium,被刚裂隙无终这套肉拉斯爆了倍不止,
65_u1,65,上次玩ez海克斯烂了只能拿瞄准镜跟暴击律动然后我出吸蓝刀无尽穿甲还有人点我,other_uncertain,Feedback mentions gameplay elements but does not clearly align with any specific allowed label.,fairness_threat,medium,ez海克斯烂了只能拿瞄准镜跟暴击律动,
65_u2,65,让俩海克斯去出poke不是更路边啊,other_uncertain,The feedback contains ambiguous slang and unclear references to game mechanics.,uncertain,low,让俩海克斯去出poke不是更路边啊,
65_u3,65,再说有吸蓝刀又不是不能 q,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,再说有吸蓝刀又不是不能 q,
66_u1,66,我人看傻了，打着打着伤害不对，一按TAB弱质塞拉斯出的纯肉。,balance,"The feedback mentions unexpected damage output and a champion building tank items, which relates to game balance issues.",competence_frustration,high,我人看傻了，打着打着伤害不对,
66_u2,66,我问他为什么出肉？他点了下自己第一个海克斯，xd我开局海克斯烂了我能怎么办？,other_uncertain,Feedback discusses gameplay decisions and RNG elements not clearly matching allowed labels.,competence_frustration,medium,我开局海克斯烂了我能怎么办？,
66_u3,66,nmb我能怎么办？你就是没有海克斯你塞拉斯出纯肉都是脑残,other_uncertain,The feedback contains unclear game-specific terminology and appears to be a frustrated complaint about gameplay choices.,competence_frustration,high,你就是没有海克斯你塞拉斯出纯肉都是脑残,
66_u4,66,哦对了，这塞拉斯第二个海克斯还是无限循环往复,other_uncertain,The feedback mentions a specific game mechanic but doesn't clearly align with any allowed label.,uncertain,low,哦对了，这塞拉斯第二个海克斯还是无限循环往复,
67_u1,67,爆杀流塞拉斯玩的人就是少啊,other_uncertain,The feedback mentions a specific playstyle but doesn't clearly align with any allowed topic.,uncertain,low,爆杀流塞拉斯玩的人就是少啊,
67_u2,67,大部分人海斗随到塞拉斯都是半肉,balance,The feedback discusses character build and performance in gameplay.,uncertain,low,大部分人海斗随到塞拉斯都是半肉,
67_u3,67,如果是什么男刀小火龙出钢就算了,other_uncertain,The feedback text is unclear and does not directly correspond to any specific allowed label.,uncertain,low,如果是什么男刀小火龙出钢就算了,
67_u4,67,塞拉斯海克斯烂完尖端+钢化出钢裂隙无终那套也不至于到要被挂的程度吧,other_uncertain,The feedback contains unclear game-specific terminology and context.,uncertain,low,塞拉斯海克斯烂完尖端+钢化出钢裂隙无终那套也不至于到要被挂的程度吧,
68_u1,68,反正有时光我觉得必玩,other_uncertain,The feedback is too vague to confidently assign to any specific allowed topic.,uncertain,low,反正有时光我觉得必玩,
68_u2,68,大法师真挺容易的,other_uncertain,The feedback is too vague to confidently assign to any specific allowed topic.,competence_frustration,medium,真挺容易的,
68_u3,68,只要出了就无脑叠cd就行,other_uncertain,The feedback discusses a gameplay strategy without clear connection to specific allowed topics.,competence_frustration,medium,无脑叠cd就行,
68_u4,68,选就虐,other_uncertain,The feedback text is too brief and ambiguous to confidently assign a specific topic.,uncertain,low,选就虐,
69_u1,69,玩老头都是赌大法师羁绊无限wq，没有只能清清兵了,balance,Feedback discusses character abilities and gameplay balance.,competence_frustration,medium,没有只能清清兵了,
69_u2,69,对面笨比多也能爽玩。,other_uncertain,The feedback is ambiguous and does not clearly align with any specific allowed label.,competence_frustration,medium,对面笨比多也能爽玩,
70_u1,70,你说的没问题 我一直觉得莉莉娅虚高了,balance,The feedback discusses perceived overvaluation of a character's strength.,uncertain,low,你说的没问题 我一直觉得莉莉娅虚高了,
70_u2,70,榜单一直都是霸榜胜率接近60%,balance,"The feedback discusses high win rates dominating leaderboards, which relates to game balance issues.",fairness_threat,medium,霸榜胜率接近60%,
70_u3,70,进去看看出装不到50%的胜率,other_uncertain,The feedback mentions win rate and item builds but does not clearly align with specific allowed topics.,competence_frustration,medium,出装不到50%的胜率,
70_u4,70,赢的局要么就是对面短手多抽陀螺,balance,The feedback discusses perceived imbalances in match outcomes related to character or weapon types.,uncertain,low,赢的局要么就是对面短手多抽陀螺,
70_u5,70,要么就是开局辣椒油续航无敌,other_uncertain,"The feedback text is in Chinese and unclear in translation, making topic identification uncertain.",uncertain,low,开局辣椒油续航无敌,
71_u1,71,新龙女就是下限高点因为q基础伤害高了,balance,The feedback discusses character power levels and damage output.,uncertain,low,新龙女就是下限高点因为q基础伤害高了,
71_u2,71,自带aoe等于半个提亚马特,other_uncertain,The feedback text is in Chinese and unclear in context.,uncertain,low,自带aoe等于半个提亚马特,
71_u3,71,W带个盾前期大家数值低的时候好用,balance,The feedback discusses the effectiveness of a shield ability during early game when character stats are low.,uncertain,low,W带个盾前期大家数值低的时候好用,
71_u4,71,后期和老龙女比就是一条区,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,后期和老龙女比就是一条区,
71_u5,71,毫无上限可言,other_uncertain,The phrase '毫无上限可言' is too vague to confidently assign to any specific allowed topic.,uncertain,low,毫无上限可言,
72_u1,72,彩局出啥都是被融化的命,other_uncertain,The feedback uses metaphorical language that doesn't clearly map to any specific allowed topic.,uncertain,low,彩局出啥都是被融化的命,
72_u2,72,开局金银出钢也顶得住,other_uncertain,The feedback text is ambiguous and does not clearly align with any specific allowed label.,uncertain,low,开局金银出钢也顶得住,
72_u3,72,如果对面一堆远程没法钢,balance,"The feedback mentions difficulty countering ranged opponents, which relates to game balance.",competence_frustration,medium,没法钢,
